sez,cod_prov,cod_com,cogn,d_nasc,l_nasc,pos,tot_vot_lis,descr_lista,voti
26,41,340,SALVEMINI,19660604000000,LECCE,4,245,LECCE CITTA' PUBBLICA,34
26,41,340,SALVEMINI,19660604000000,LECCE,4,245,NOI PER LECCE,23
26,41,340,SALVEMINI,19660604000000,LECCE,4,245,SVEGLIA,18
26,41,340,SALVEMINI,19660604000000,LECCE,4,245,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,15
26,41,340,SALVEMINI,19660604000000,LECCE,4,245,MOVIMENTO 5 STELLE,13
26,41,340,SALVEMINI,19660604000000,LECCE,4,245,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
26,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
26,41,340,SICULELLA,19851203000000,NARDO',3,3,MIND MENTI INDIPENDENTI,2
26,41,340,SICULELLA,19851203000000,NARDO',3,3,ARIA,1
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,FRATELLI D'ITALIA,81
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,PRIMA LECCE,49
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,IO SUD,48
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,MOVIMENTO REGIONE SALENTO,43
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,FORZA ITALIA - PPE,35
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,33
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,LEGA SALVINI PUGLIA,29
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,LECCE FUTURA PALA,23
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,TUTTA LECCE LISI,15
27,41,340,POLI IN BORTONE,19430825000000,LECCE,2,356,VOCE NAZIONALE,0
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,COSCIENZA CIVICA,86
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,PARTITO DEMOCRATICO,85
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,NOI PER LECCE,40
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,LECCE CITTA' PUBBLICA,34
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,AVANTI LECCE,32
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,29
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,SVEGLIA,24
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,21
27,41,340,SALVEMINI,19660604000000,LECCE,4,362,MOVIMENTO 5 STELLE,11
27,41,340,SICULELLA,19851203000000,NARDO',3,7,MIND MENTI INDIPENDENTI,4
27,41,340,SICULELLA,19851203000000,NARDO',3,7,ARIA,3
27,41,340,CIUCCI,19650716000000,NAPOLI,1,12,DIRITTI E CIVILTA' PER LECCE,12
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,FRATELLI D'ITALIA,53
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,IO SUD,43
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,38
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,LECCE FUTURA PALA,36
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,PRIMA LECCE,29
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,FORZA ITALIA - PPE,29
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,MOVIMENTO REGIONE SALENTO,23
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,LEGA SALVINI PUGLIA,17
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,TUTTA LECCE LISI,17
28,41,340,POLI IN BORTONE,19430825000000,LECCE,2,285,VOCE NAZIONALE,0
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,PARTITO DEMOCRATICO,64
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,COSCIENZA CIVICA,34
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,NOI PER LECCE,28
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,LECCE CITTA' PUBBLICA,21
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,AVANTI LECCE,20
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,SVEGLIA,13
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,MOVIMENTO 5 STELLE,10
28,41,340,SALVEMINI,19660604000000,LECCE,4,213,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,9
28,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,1
28,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,1
28,41,340,CIUCCI,19650716000000,NAPOLI,1,1,DIRITTI E CIVILTA' PER LECCE,1
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,COSCIENZA CIVICA,49
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,PARTITO DEMOCRATICO,48
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,LECCE CITTA' PUBBLICA,29
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,28
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,23
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,NOI PER LECCE,17
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,AVANTI LECCE,17
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,MOVIMENTO 5 STELLE,16
29,41,340,SALVEMINI,19660604000000,LECCE,4,236,SVEGLIA,9
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,FRATELLI D'ITALIA,43
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,IO SUD,32
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,PRIMA LECCE,22
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,21
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,MOVIMENTO REGIONE SALENTO,18
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,LECCE FUTURA PALA,13
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,FORZA ITALIA - PPE,12
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,LEGA SALVINI PUGLIA,9
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,TUTTA LECCE LISI,7
29,41,340,POLI IN BORTONE,19430825000000,LECCE,2,178,VOCE NAZIONALE,1
29,41,340,CIUCCI,19650716000000,NAPOLI,1,1,DIRITTI E CIVILTA' PER LECCE,1
29,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,1
29,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,0
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,PARTITO DEMOCRATICO,48
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,MOVIMENTO 5 STELLE,30
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,COSCIENZA CIVICA,30
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,AVANTI LECCE,20
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,LECCE CITTA' PUBBLICA,18
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,16
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,13
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,NOI PER LECCE,10
30,41,340,SALVEMINI,19660604000000,LECCE,4,195,SVEGLIA,10
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,FRATELLI D'ITALIA,37
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,IO SUD,31
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,LECCE FUTURA PALA,24
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,PRIMA LECCE,23
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,MOVIMENTO REGIONE SALENTO,21
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,FORZA ITALIA - PPE,19
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,LEGA SALVINI PUGLIA,10
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,TUTTA LECCE LISI,10
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,9
30,41,340,POLI IN BORTONE,19430825000000,LECCE,2,184,VOCE NAZIONALE,0
30,41,340,CIUCCI,19650716000000,NAPOLI,1,3,DIRITTI E CIVILTA' PER LECCE,3
30,41,340,SICULELLA,19851203000000,NARDO',3,0,ARIA,0
30,41,340,SICULELLA,19851203000000,NARDO',3,0,MIND MENTI INDIPENDENTI,0
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,PARTITO DEMOCRATICO,100
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,COSCIENZA CIVICA,56
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,NOI PER LECCE,35
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,LECCE CITTA' PUBBLICA,35
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,MOVIMENTO 5 STELLE,26
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,AVANTI LECCE,22
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,19
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,SVEGLIA,18
31,41,340,SALVEMINI,19660604000000,LECCE,4,325,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,FRATELLI D'ITALIA,81
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,IO SUD,52
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,PRIMA LECCE,39
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,MOVIMENTO REGIONE SALENTO,29
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,29
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,LECCE FUTURA PALA,22
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,FORZA ITALIA - PPE,17
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,LEGA SALVINI PUGLIA,15
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,TUTTA LECCE LISI,10
31,41,340,POLI IN BORTONE,19430825000000,LECCE,2,296,VOCE NAZIONALE,2
31,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
31,41,340,SICULELLA,19851203000000,NARDO',3,3,ARIA,2
31,41,340,SICULELLA,19851203000000,NARDO',3,3,MIND MENTI INDIPENDENTI,1
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,IO SUD,36
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,PRIMA LECCE,36
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,FRATELLI D'ITALIA,26
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,MOVIMENTO REGIONE SALENTO,25
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,22
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,FORZA ITALIA - PPE,20
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,LECCE FUTURA PALA,16
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,VOCE NAZIONALE,6
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,LEGA SALVINI PUGLIA,5
32,41,340,POLI IN BORTONE,19430825000000,LECCE,2,195,TUTTA LECCE LISI,3
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,PARTITO DEMOCRATICO,47
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,COSCIENZA CIVICA,44
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,NOI PER LECCE,24
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,AVANTI LECCE,13
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,LECCE CITTA' PUBBLICA,11
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,7
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,MOVIMENTO 5 STELLE,7
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,SVEGLIA,5
32,41,340,SALVEMINI,19660604000000,LECCE,4,161,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,3
32,41,340,SICULELLA,19851203000000,NARDO',3,4,MIND MENTI INDIPENDENTI,3
32,41,340,SICULELLA,19851203000000,NARDO',3,4,ARIA,1
32,41,340,CIUCCI,19650716000000,NAPOLI,1,0,DIRITTI E CIVILTA' PER LECCE,0
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,PARTITO DEMOCRATICO,72
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,LECCE CITTA' PUBBLICA,54
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,AVANTI LECCE,39
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,SVEGLIA,38
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,COSCIENZA CIVICA,38
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,NOI PER LECCE,25
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,19
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,15
33,41,340,SALVEMINI,19660604000000,LECCE,4,311,MOVIMENTO 5 STELLE,11
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,FRATELLI D'ITALIA,45
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,PRIMA LECCE,41
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,MOVIMENTO REGIONE SALENTO,36
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,IO SUD,35
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,FORZA ITALIA - PPE,19
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,TUTTA LECCE LISI,19
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,17
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,LEGA SALVINI PUGLIA,14
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,LECCE FUTURA PALA,8
33,41,340,POLI IN BORTONE,19430825000000,LECCE,2,235,VOCE NAZIONALE,1
33,41,340,SICULELLA,19851203000000,NARDO',3,10,ARIA,8
33,41,340,SICULELLA,19851203000000,NARDO',3,10,MIND MENTI INDIPENDENTI,2
33,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,PARTITO DEMOCRATICO,62
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,LECCE CITTA' PUBBLICA,58
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,AVANTI LECCE,35
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,COSCIENZA CIVICA,31
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,SVEGLIA,15
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,NOI PER LECCE,14
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,MOVIMENTO 5 STELLE,10
34,41,340,SALVEMINI,19660604000000,LECCE,4,246,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,7
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,FRATELLI D'ITALIA,48
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,IO SUD,31
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,26
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,FORZA ITALIA - PPE,26
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,MOVIMENTO REGIONE SALENTO,19
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,PRIMA LECCE,18
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,LEGA SALVINI PUGLIA,13
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,LECCE FUTURA PALA,11
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,TUTTA LECCE LISI,11
34,41,340,POLI IN BORTONE,19430825000000,LECCE,2,205,VOCE NAZIONALE,2
34,41,340,SICULELLA,19851203000000,NARDO',3,8,ARIA,4
34,41,340,SICULELLA,19851203000000,NARDO',3,8,MIND MENTI INDIPENDENTI,4
34,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,PARTITO DEMOCRATICO,100
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,LECCE CITTA' PUBBLICA,55
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,AVANTI LECCE,50
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,COSCIENZA CIVICA,41
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,SVEGLIA,25
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,18
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,NOI PER LECCE,15
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,13
35,41,340,SALVEMINI,19660604000000,LECCE,4,330,MOVIMENTO 5 STELLE,13
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,FRATELLI D'ITALIA,78
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,IO SUD,46
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,PRIMA LECCE,36
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,FORZA ITALIA - PPE,34
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,LECCE FUTURA PALA,33
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,TUTTA LECCE LISI,30
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,18
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,MOVIMENTO REGIONE SALENTO,14
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,LEGA SALVINI PUGLIA,12
35,41,340,POLI IN BORTONE,19430825000000,LECCE,2,302,VOCE NAZIONALE,1
35,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,4
35,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,1
35,41,340,CIUCCI,19650716000000,NAPOLI,1,8,DIRITTI E CIVILTA' PER LECCE,8
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,PARTITO DEMOCRATICO,73
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,LECCE CITTA' PUBBLICA,50
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,COSCIENZA CIVICA,31
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,AVANTI LECCE,29
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,SVEGLIA,21
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,18
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,NOI PER LECCE,16
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,14
36,41,340,SALVEMINI,19660604000000,LECCE,4,265,MOVIMENTO 5 STELLE,13
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,FRATELLI D'ITALIA,54
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,IO SUD,41
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,FORZA ITALIA - PPE,36
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,PRIMA LECCE,35
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,MOVIMENTO REGIONE SALENTO,23
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,LEGA SALVINI PUGLIA,21
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,17
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,LECCE FUTURA PALA,16
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,TUTTA LECCE LISI,9
36,41,340,POLI IN BORTONE,19430825000000,LECCE,2,252,VOCE NAZIONALE,0
36,41,340,CIUCCI,19650716000000,NAPOLI,1,8,DIRITTI E CIVILTA' PER LECCE,8
36,41,340,SICULELLA,19851203000000,NARDO',3,6,ARIA,3
36,41,340,SICULELLA,19851203000000,NARDO',3,6,MIND MENTI INDIPENDENTI,3
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,FORZA ITALIA - PPE,38
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,MOVIMENTO REGIONE SALENTO,37
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,FRATELLI D'ITALIA,36
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,LECCE FUTURA PALA,25
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,PRIMA LECCE,24
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,IO SUD,21
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,16
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,TUTTA LECCE LISI,12
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,VOCE NAZIONALE,2
37,41,340,POLI IN BORTONE,19430825000000,LECCE,2,212,LEGA SALVINI PUGLIA,1
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,PARTITO DEMOCRATICO,49
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,SVEGLIA,34
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,LECCE CITTA' PUBBLICA,27
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,AVANTI LECCE,24
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,COSCIENZA CIVICA,23
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,MOVIMENTO 5 STELLE,11
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,5
37,41,340,SALVEMINI,19660604000000,LECCE,4,188,NOI PER LECCE,5
37,41,340,CIUCCI,19650716000000,NAPOLI,1,3,DIRITTI E CIVILTA' PER LECCE,3
37,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,2
37,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,0
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,PARTITO DEMOCRATICO,79
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,LECCE CITTA' PUBBLICA,44
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,COSCIENZA CIVICA,36
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,SVEGLIA,32
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,NOI PER LECCE,31
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,AVANTI LECCE,23
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,14
38,41,340,SALVEMINI,19660604000000,LECCE,4,280,MOVIMENTO 5 STELLE,7
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,IO SUD,40
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,FRATELLI D'ITALIA,35
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,PRIMA LECCE,32
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,FORZA ITALIA - PPE,23
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,TUTTA LECCE LISI,21
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,LEGA SALVINI PUGLIA,20
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,MOVIMENTO REGIONE SALENTO,20
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,15
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,LECCE FUTURA PALA,12
38,41,340,POLI IN BORTONE,19430825000000,LECCE,2,219,VOCE NAZIONALE,1
38,41,340,CIUCCI,19650716000000,NAPOLI,1,11,DIRITTI E CIVILTA' PER LECCE,11
38,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,2
38,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,0
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,FRATELLI D'ITALIA,56
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,IO SUD,50
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,FORZA ITALIA - PPE,33
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,LECCE FUTURA PALA,31
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,PRIMA LECCE,30
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,MOVIMENTO REGIONE SALENTO,22
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,20
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,TUTTA LECCE LISI,15
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,VOCE NAZIONALE,4
39,41,340,POLI IN BORTONE,19430825000000,LECCE,2,264,LEGA SALVINI PUGLIA,3
