codice,CODICE ELETTORALE,CODICE ISTAT,CODICE BELFIORE
4170640710,3170640710,076072,H646
4160090370,3160090370,072038,H645
3120400240,2120400240,059024,H647
1030151590,1030151590,017168,H650
1030450540,1030450540,020054,H652
4150721130,3150721130,065113,H654
2050540730,1050540730,028073,H655
2060930370,1060930370,093037,H657
3120700920,2120700920,058093,H658
5201110580,4201110580,111058,H659
5200950446,4200950446,095086,H661
1010960560,1010960560,096056,H662
2060350140,1060350140,031017,H665
2040831530,1040831530,022164,H666
1020040570,1020040570,007058,H669
1020040580,1020040580,007059,H670
1020040590,1020040590,007060,H671
1020040600,1020040600,007061,H672
1020040610,1020040610,007062,H673
1020040620,1020040620,007063,H674
1020040630,1020040630,007064,H675
1020040640,1020040640,007065,H676
2080560310,1080560310,034031,H682
1010960570,1010960570,096057,H681
2080130500,1080130500,037050,H678
1030241910,1030241910,013203,H679
4150721140,3150721140,065114,H683
1010021470,1010021470,006150,H677
4170470230,3170470230,077024,H687
5190820180,4190820180,081017,H688
2050710420,1050710420,029042,H689
1010881250,1010881250,002126,H690
1010812230,1010812230,001231,H691
1010812231,1010812231,001232,H684
2050900900,1050900900,024090,F810
4140190620,3140190620,070062,H693
1010021480,1010021480,006151,H694
1010271990,1010271990,004199,H695
1030151600,1030151600,017169,H699
1010272000,1010272000,004200,H704
5190820190,4190820190,081018,H700
4150721150,3150721150,065115,H686
1010812240,1010812240,001233,H702
1030990460,1030990460,098046,H701
4150721160,3150721160,065116,H703
2050840690,1050840690,026070,H706
1010881260,1010881260,002127,H707
4160410640,3160410640,075065,H708
1010272010,1010272010,004201,H710
3120690610,2120690610,057063,H713
2050890670,1050890670,023068,H714
4130600360,3130600360,068036,H715
1010272020,1010272020,004202,H716
1030151610,1030151610,017170,H717
2040140710,1040140710,021076,H719
2080560320,1080560320,034032,H720
1030860991,1030860991,012117,H723
2081010150,1081010150,099015,H724
1010881270,1010881270,002128,H725
1010960580,1010960580,096058,H726
1010272030,1010272030,004203,H727
4160410650,3160410650,075066,H729
1030260840,1030260840,019087,H731
4150721170,3150721170,065117,H732
1010812250,1010812250,001234,H734
4150080800,3150080800,064081,H733
2050870320,1050870320,027032,H735
1030861000,1030861000,012118,H736
5201110590,4201110590,111059,H738
5201110600,4201110600,111060,H739
5190010340,4190010340,084034,H743
3090630170,2090630170,047018,H744
3120700930,2120700930,058094,H745
1010272040,1010272040,004204,H746
4160090380,3160090380,072039,H749
4180670700,3180670700,080070,H013
1030770570,1030770570,014057,H752
2040831540,1040831540,022165,H754
1010812260,1010812260,001235,H753
1010272050,1010272050,004205,H755
5200950450,4200950450,095045,H756
1070370490,1070370490,008052,H763
4150110560,3150110560,062057,H764
1030241920,1030241920,013204,H760
4180251120,3180251120,078111,H765
5201110610,4201110610,111061,H766
1030260850,1030260850,019088,H767
2050710430,1050710430,029043,H768
1010272060,1010272060,004206,H770
4130380850,3130380850,066085,H772
3110060650,2110060650,044066,H769
4130380860,3130380860,066086,H773
1030450550,1030450550,020055,H771
4180251130,3180251130,078112,H774
2080130510,1080130510,037051,G566
1010812270,1010812270,001236,H775
1011020610,1011020610,103061,H777
1070370500,1070370500,008053,H780
2050840700,1050840700,026071,H781
5190010350,4190010350,084035,H778
3120330600,2120330600,060061,H779
4140190630,3140190630,070063,H782
2050890680,1050890680,023069,H783
4130230790,3130230790,069079,H784
4181030320,3181030320,102032,H785
2040140720,1040140720,021077,H786
2060350150,1060350150,031018,H787
1010812280,1010812280,001237,H789
3090750270,2090750270,052027,H790
3090300380,2090300380,048038,H791
4160410661,3160410661,075095,M264
5190180160,4190180160,085016,H792
3120700931,2120700931,058119,M295
4160410670,3160410670,075068,H793
2080500350,1080500350,036036,H794
4170640720,3170640720,076073,H795
4170640730,3170640730,076074,H796
5190550610,4190550610,082063,H797
4150200740,3150200740,061074,H798
4150721180,3150721180,065118,H800
1030571300,1030571300,018133,H799
2081010160,1081010160,099016,H801
1030491900,1030491900,015191,H803
1010812290,1010812290,001238,H804
1070340530,1070340530,010053,H802
5190210390,4190210390,087040,H805
4180251140,3180251140,078113,H806
4170640740,3170640740,076075,H808
4181030330,3181030330,102033,H807
3110590510,2110590510,041051,H809
1010021490,1010021490,006152,H810
1030571310,1030571310,018134,H814
1010070970,1010070970,005097,H811
1010272070,1010272070,004207,H812
2060850990,1060850990,030099,H816
1030260860,1030260860,019089,H815
4180251150,3180251150,078114,H818
4130380870,3130380870,066087,H819
1010812300,1010812300,001239,H820
2050870330,1050870330,027033,H823
4160160130,3160160130,074013,H822
4160410680,3160410680,075069,H826
4180251160,3180251160,078115,H825
1030491910,1030491910,015192,H827
3120330610,2120330610,060062,H824
2060920040,1060920040,032004,D324
4170640750,3170640750,076076,H831
4150200750,3150200750,061075,H834
3120400250,2120400250,059025,H836
1030151620,1030151620,017171,H838
4140190640,3140190640,070064,H833
2080500360,1080500360,036037,H835
4180670701,3180670701,080097,M277
4161060070,3161060070,110007,H839
1030241940,1030241940,013206,H840
4180251170,3180251170,078116,H841
5190480760,4190480760,083077,H842
2050840710,1050840710,026072,H843
1030990470,1030990470,098047,H844
2060350160,1060350160,031019,H845
4180221050,3180221050,079108,H846
1010812310,1010812310,001240,H847
5190480770,4190480770,083078,H850
5201110620,4201110620,111062,H856
3100800290,2100800290,055029,H857
2040140740,1040140740,021079,H858
1030571320,1030571320,018135,H859
4150510660,3150510660,063066,H860
1010812320,1010812320,001242,H862
1010881300,1010881300,002131,H861
1030151630,1030151630,017172,H865
4140190650,3140190650,070065,H867
1030450560,1030450560,020056,H870
1030770580,1030770580,014058,H868
1010881301,1010881301,002035,B952
1010812330,1010812330,001243,H873
3090750280,2090750280,052028,H875
3110440460,2110440460,043046,H876
4150510670,3150510670,063067,H892
3120330620,2120330620,060063,H880
4180251190,3180251190,078118,H881
1030450570,1030450570,020057,H883
1010812340,1010812340,001244,H890
4150110570,3150110570,062058,H894
2060930380,1060930380,093038,H891
2050540750,1050540750,028075,H893
1030571330,1030571330,018136,H885
2060851000,1060851000,030100,H895
2080130520,1080130520,037052,H896
2050540760,1050540760,028076,H897
4160780240,3160780240,073024,H882
4150110580,3150110580,062059,H898
4170470240,3170470240,077025,H888
1010021500,1010021500,006153,H878
4180670710,3180670710,080071,H889
2080610400,1080610400,033040,H887
1010070980,1010070980,005098,H899
1030491930,1030491930,015194,H884
1010812350,1010812350,001245,H900
4150721190,3150721190,065119,H907
2060851010,1060851010,030101,H906
1030121780,1030121780,016188,H910
1030450580,1030450580,020058,H912
2040831618,1040831618,022250,M390
4180670720,3180670720,080072,H903
5190010360,4190010360,084036,H914
2050890690,1050890690,023070,H916
1030260870,1030260870,019090,H918
4180251200,3180251200,078119,H919
4140190660,3140190660,070066,H920
2081010170,1081010170,099017,H921
2080130530,1080130530,037053,G467
3120330630,2120330630,060064,H917
5190210400,4190210400,087041,H922
4130230800,3130230800,069080,H923
2050890700,1050890700,023071,H924
4160310440,3160310440,071046,H926
5201110630,4201110630,111063,G287
4130230810,3130230810,069081,D690
3090050330,2090050330,051033,H901
4140190670,3140190670,070067,H928
4140190680,3140190680,070068,H929
1030491940,1030491940,015195,H930
3090620300,2090620300,050031,A562
5190550620,4190550620,082064,H933
4150510680,3150510680,063068,H931
3100580440,2100580440,054044,H935
1010812360,1010812360,001246,H936
3090300390,2090300390,048039,H937
4181030340,3181030340,102034,H941
3120700940,2120700940,058095,H942
5190210410,4190210410,087042,H940
4150721200,3150721200,065120,H943
4150200760,3150200760,061076,H939
2050100450,1050100450,025045,H938
2080130540,1080130540,037054,H945
2081010175,1081010175,099025,H949
2060851020,1060851020,030102,H951
2040140750,1040140750,021080,H952
4150110590,3150110590,062060,H953
4150110600,3150110600,062061,H955
4180670730,3180670730,080073,H959
1070370510,1070370510,008054,H957
4180251210,3180251210,078120,H961
4180251220,3180251220,078121,H962
2040140760,1040140760,021081,H956
2040831555,1040831555,022231,M345
3110590540,2110590540,041054,H958
2060350161,1060350161,031020,H964
4150110610,3150110610,062062,H967
3120910460,2120910460,056047,H969
4180670740,3180670740,080074,H970
4180251230,3180251230,078122,H971
4150110620,3150110620,062063,H973
4180221070,3180221070,079110,H976
4150721210,3150721210,065121,H977
4150080810,3150080810,064082,H975
4150200770,3150200770,061077,H978
3110030410,2110030410,042041,H979
3090630185,2090630185,047024,M377
4180251240,3180251240,078123,H981
5190480780,4190480780,083079,H982
4150110630,3150110630,062064,H984
4150200771,3150200771,061104,F043
4160310450,3160310450,071047,H985
4160310460,3160310460,071048,H986
2060930390,1060930390,093039,H999
1010070990,1010070990,005099,H987
2050890720,1050890720,023073,I003
1010812370,1010812370,001247,H997
4170640760,3170640760,076077,H994
1030450590,1030450590,020059,I005
1030260880,1030260880,019091,I007
4180251250,3180251250,078124,H992
2050540770,1050540770,028077,I008
2050710440,1050710440,029044,H996
2040140770,1040140770,021082,H988
2040140771,1040140771,021083,H989
4140190690,3140190690,070069,H990
2080680370,1080680370,035037,I011
1030990480,1030990480,098048,I012
4150110640,3150110640,062065,I002
1030571340,1030571340,018137,I014
4130230820,3130230820,069082,H991
4150080820,3150080820,064083,I016
4160780250,3160780250,073025,I018
1010071000,1010071000,005100,I017
4150721220,3150721220,065122,I019
4140190700,3140190700,070070,I023
1010812380,1010812380,001248,I024
1010521270,1010521270,003133,I025
5190550630,4190550630,082065,I028
4150721230,3150721230,065123,I031
2050890730,1050890730,023074,H712
4170470250,3170470250,077026,I029
4150721240,3150721240,065124,I032
4180970200,3180970200,101020,I026
2080320400,1080320400,040041,I027
1010812390,1010812390,001249,I030
2050870340,1050870340,027034,I040
2040831560,1040831560,022167,I042
5190210420,4190210420,087043,I035
4150080830,3150080830,064084,I034
1010272100,1010272100,004210,I037
4160160140,3160160140,074014,I045
3090620310,2090620310,050032,I046
4150110641,3150110641,062066,I049
1010521280,1010521280,003134,I052
1030241950,1030241950,013207,I051
4160310470,3160310470,071049,I054
4180251260,3180251260,078125,I060
4150080840,3150080840,064085,I061
4181030350,3181030350,102035,I058
4180970210,3180970210,101021,I057
4150200780,3150200780,061078,I056
4150110650,3150110650,062067,I062
5200950460,4200950460,095046,A368
2050100460,1050100460,025046,I063
5201110640,4201110640,111064,G383
4160160150,3160160150,074015,I066
2040140772,1040140772,021084,I065
1030151631,1030151631,017138,G407
4170640761,3170640761,076020,B906
4150510690,3150510690,063069,I073
1030121800,1030121800,016189,B310
4160310480,3160310480,071050,I072
3110030420,2110030420,042042,I071
1010071010,1010071010,005101,I076
1030121810,1030121810,016190,I079
2060350170,1060350170,031021,I082
5190480790,4190480790,083080,I084
5190480800,4190480800,083081,I086
4180221110,3180221110,079114,I093
2060851030,1060851030,030103,I092
4150721250,3150721250,065125,I089
4180221120,3180221120,079115,I095
4140940430,3140940430,094043,I096
5190210430,4190210430,087044,I098
2050100470,1050100470,025047,I088
4180670750,3180670750,080075,I102
2050840720,1050840720,026073,I103
2050890740,1050890740,023075,I105
4180251270,3180251270,078126,I108
2050890750,1050890750,023076,I109
2080130550,1080130550,037055,I110
2080610410,1080610410,033041,G788
2050540780,1050540780,028078,I107
4180251280,3180251280,078127,I114
4160410700,3160410700,075071,I115
4150200790,3150200790,061079,I113
1010521290,1010521290,003135,I116
2050900940,1050900940,024094,I117
1010812400,1010812400,001250,I090
4160160160,3160160160,074016,I119
2050540790,1050540790,028079,I120
4130380880,3130380880,066088,I121
2080680380,1080680380,035038,I123
3120700950,2120700950,058096,I125
2050840730,1050840730,026074,I124
4140190710,3140190710,070071,I122
1010812410,1010812410,001251,I126
2080500370,1080500370,036038,I128
4150200800,3150200800,061080,I130
4150080850,3150080850,064086,I129
4150200810,3150200810,061081,I131
4180670760,3180670760,080076,I132
2080500380,1080500380,036039,I133
3090750300,2090750300,052030,I135
2060930400,1060930400,093040,I136
1010812420,1010812420,001252,I137
4180670770,3180670770,080077,I139
1030990490,1030990490,098049,I140
3090430270,2090430270,046027,I142
4150721260,3150721260,065126,I143
5190480810,4190480810,083082,I147
1010021510,1010021510,006154,I144
4150110660,3150110660,062068,I145
4130230830,3130230830,069083,I148
4150510700,3150510700,063070,I151
1010021520,1010021520,006155,I150
1010812430,1010812430,001253,I152
1010812440,1010812440,001254,I154
2080560330,1080560330,034033,I153
4170640770,3170640770,076078,I157
3110440470,2110440470,043047,I156
4160310490,3160310490,071051,I158
1030241955,1030241955,013248,I162
4150080860,3150080860,064087,I163
4180221130,3180221130,079116,I164
4180251290,3180251290,078128,I165
5201110650,4201110650,111065,I166
2050870360,1050870360,027036,I373
4150200850,3150200850,061085,I261
5200730615,4200730615,090092,I329
5190480890,4190480890,083090,I328
2050100490,1050100490,025049,I347
4130600380,3130600380,068038,I376
4150721320,3150721320,065132,I377
3100800300,2100800300,055030,I381
2050840750,1050840750,026076,I382
5200950500,4200950500,095050,I384
3090420180,2090420180,049018,I390
4180251350,3180251350,078135,I388
4130380910,3130380910,066092,I389
4150510750,3150510750,063075,I391
5201110660,4201110660,111066,I402
2060930410,1060930410,093041,I403
2060851050,1060851050,030105,I404
4130230860,3130230860,069086,I394
4160160170,3160160170,074017,I396
2050100510,1050100510,025051,I392
2060851060,1060851060,030106,I405
2050900960,1050900960,024096,I401
5190820201,4190820201,081020,I407
3120700990,2120700990,058100,I400
4180221190,3180221190,079122,I393
3120330690,2120330690,060070,I408
1030492000,1030492000,015201,I409
2050890780,1050890780,023079,I414
1030151640,1030151640,017173,I412
1030492010,1030492010,015202,I415
1030571420,1030571420,018145,I416
2050840760,1050840760,026077,I417
4160410660,3160410660,075067,H757
1010960590,1010960590,096059,H821
2050900910,1050900910,024091,H829
1010272080,1010272080,004208,H851
1010272090,1010272090,004209,H852
1010812311,1010812311,001241,H855
1030861001,1030861001,012141,H872
4180251180,3180251180,078117,H877
2050890710,1050890710,023072,H944
5201110670,4201110670,111067,H974
1030571350,1030571350,018138,I048
4160090390,3160090390,072040,I053
4160410690,3160410690,075070,I059
1070370520,1070370520,008055,I138
3090050340,2090050340,051034,I155
4140940440,3140940440,094044,I189
2080130560,1080130560,037056,I191
4150110680,3150110680,062070,I197
4180670790,3180670790,080079,I198
4180251320,3180251320,078131,I192
5190480830,4190480830,083084,I199
4160310500,3160310500,071052,I193
2081010176,1081010176,099026,I201
1010021530,1010021530,006156,I190
5190210440,4190210440,087045,I202
2080660170,1080660170,039017,I196
4150510710,3150510710,063071,I208
1010272110,1010272110,004211,I210
1030571380,1030571380,018141,I213
4180670800,3180670800,080080,I214
5190480840,4190480840,083085,I215
5190210450,4190210450,087046,I216
1010812450,1010812450,001255,I258
2050890760,1050890760,023077,I259
3120330640,2120330640,060065,I256
4150510720,3150510720,063072,I262
3100580450,2100580450,054045,I263
4180221150,3180221150,079118,I266
3120330650,2120330650,060066,I265
4150080880,3150080880,064089,I264
5201110690,4201110690,111069,I271
4150110690,3150110690,062071,I277
4150721280,3150721280,065128,I278
4150080900,3150080900,064091,I280
4150080890,3150080890,064090,I279
4150200860,3150200860,061086,I273
4150080910,3150080910,064092,I281
4140940460,3140940460,094046,I282
5190480870,4190480870,083088,I283
2050540820,1050540820,028082,I275
3110440480,2110440480,043048,I286
3110590570,2110590570,041057,I287
4170640780,3170640780,076079,I288
4140190730,3140190730,070073,I289
1030990500,1030990500,098050,I274
1030571410,1030571410,018144,I276
5190010380,4190010380,084039,I290
3120700970,2120700970,058098,I284
5201110700,4201110700,111070,M209
2050890770,1050890770,023078,I292
4150510730,3150510730,063073,I293
5201110710,4201110710,111071,I294
1010812460,1010812460,001256,I296
4150510740,3150510740,063074,I300
5200730602,4200730602,090085,M276
3120330660,2120330660,060067,I302
4170640790,3170640790,076080,I305
4150110691,3150110691,062078,F557
4150200870,3150200870,061087,I306
4150721290,3150721290,065129,I307
4130790370,3130790370,067038,I318
4150721300,3150721300,065130,I317
2050540830,1050540830,028083,I319
4140940470,3140940470,094047,B466
4140190740,3140190740,070074,I320
3120330670,2120330670,060068,I321
3111050370,2111050370,109037,I324
4130600370,3130600370,068037,I332
4180670810,3180670810,080081,I333
4130230850,3130230850,069085,I335
4130380891,3130380891,066090,I336
2080680390,1080680390,035039,I342
4180670820,3180670820,080082,I341
3110590580,2110590580,041058,I344
1070340550,1070340550,010055,I346
4130790380,3130790380,067039,I348
1030121831,1030121831,016252,M333
4181030360,3181030360,102036,I350
3120700980,2120700980,058099,I352
2040831570,1040831570,022168,I354
2050540840,1050540840,028084,I375
1030121820,1030121820,016191,I168
4180251300,3180251300,078129,I171
2050540795,1050540795,028108,M438
4180221140,3180221140,079117,I170
5190180170,4190180170,085017,I169
4160410710,3160410710,075072,I172
4180670780,3180670780,080078,I176
1030571360,1030571360,018139,I175
5190550640,4190550640,082066,I174
2040140780,1040140780,021085,I173
5190650100,4190650100,088010,I178
4150110670,3150110670,062069,I179
4140190720,3140190720,070072,I181
3090620320,2090620320,050033,I177
4180251310,3180251310,078130,I183
5190480820,4190480820,083083,I184
5190010361,4190010361,084037,I185
3090360210,2090360210,053022,I187
5190550650,4190550650,082067,I188
1030571370,1030571370,018140,I203
5200950470,4200950470,095047,I205
2050100480,1050100480,025048,I206
2050540800,1050540800,028080,I207
3090620330,2090620330,050034,I217
5190480850,4190480850,083086,I220
2050840740,1050840740,026075,I221
4150080870,3150080870,064088,I219
5190010370,4190010370,084038,I224
1030571390,1030571390,018142,I230
1070340540,1070340540,010054,I225
3090620340,2090620340,050035,I232
4150200820,3150200820,061082,I233
4150200830,3150200830,061083,I234
5200730603,4200730603,090087,M284
4180251321,3180251321,078132,C717
4140940450,3140940450,094045,I238
1030571400,1030571400,018143,I237
5190210460,4190210460,087047,I240
2050870350,1050870350,027035,I242
1030980740,1030980740,097074,I243
4130230840,3130230840,069084,I244
4150510711,3150510711,063090,M273
4150200840,3150200840,061084,I247
2060851040,1060851040,030104,I248
1011020620,1011020620,103062,I249
3110030430,2110030430,042043,I251
4150721270,3150721270,065127,I253
5190480860,4190480860,083087,I254
3120700960,2120700960,058097,I255
5190820200,4190820200,081019,I291
4150080920,3150080920,064093,I301
4180970220,3180970220,101022,I308
2080320420,1080320420,040043,I310
4180251330,3180251330,078133,I309
5190480880,4190480880,083089,I311
5200730610,4200730610,090063,I312
5190210470,4190210470,087048,I314
1010272120,1010272120,004212,I316
3111050360,2111050360,109036,I315
5201110680,4201110680,111068,I182
2081010180,1081010180,099018,I304
4130380890,3130380890,066089,I326
1010812470,1010812470,001257,I327
4160090400,3160090400,072041,I330
1010881320,1010881320,002133,I337
3120400260,2120400260,059026,I339
1070370521,1070370521,008056,I365
1010272130,1010272130,004213,I367
1070340560,1070340560,010056,I368
4150080940,3150080940,064095,I357
2050100500,1050100500,025050,C919
5190480900,4190480900,083091,I370
1070390260,1070390260,011026,I363
4180251340,3180251340,078134,I359
4130380900,3130380900,066091,I360
4180670830,3180670830,080083,I371
1030990510,1030990510,098051,I362
5190010390,4190010390,084040,I356
1010272140,1010272140,004214,I372
1030491990,1030491990,015200,I361
4150721310,3150721310,065131,I260
3120330680,2120330680,060069,I351
2050900950,1050900950,024095,I353
5200950490,4200950490,095049,I374
4150721330,3150721330,065133,I410
2040831580,1040831580,022169,I411
2050540850,1050540850,028085,I418
5190480901,4190480901,083092,I420
2060851065,1060851065,030189,I421
4150721340,3150721340,065134,I422
4180251360,3180251360,078136,I423
3120701000,2120701000,058101,I424
2050900970,1050900970,024097,I425
4170640800,3170640800,076081,I426
5201110720,4201110720,111072,I428
1010021540,1010021540,006157,I429
2050900980,1050900980,024098,I430
2040140790,1040140790,021086,I431
1010021550,1010021550,006158,I432
1030151650,1030151650,017174,I433
2080610420,1080610420,033042,I434
2050840770,1050840770,026078,I435
3110440490,2110440490,043049,I436
1030121840,1030121840,016193,I437
4150721350,3150721350,065135,I438
2040831590,1040831590,022170,I439
1030861010,1030861010,012119,I441
1020040650,1020040650,007066,I442
5200170660,4200170660,092066,I443
2080320430,1080320430,040044,I444
3090750310,2090750310,052031,I445
1030571430,1030571430,018146,I447
5200530740,4200530740,091077,I448
1070390270,1070390270,011027,I449
4150721360,3150721360,065136,I451
5200730620,4200730620,090064,I452
1070740550,1070740550,009055,I453
3090420190,2090420190,049019,I454
4150110700,3150110700,062072,I455
4170640810,3170640810,076082,I457
2080130570,1080130570,037057,G972
3110590595,2110590595,041071,M413
2081010183,1081010183,099031,I460
3110030440,2110030440,042044,I461
2080500390,1080500390,036040,I462
4180221200,3180221200,079123,I463
4170640820,3170640820,076083,G614
2060851070,1060851070,030107,I464
1010812490,1010812490,001259,I466
1010812480,1010812480,001258,I465
4160780260,3160780260,073026,I467
4180970230,3180970230,101023,I468
4150510760,3150510760,063076,I469
1010272150,1010272150,004215,I470
4150080950,3150080950,064096,I471
2080500400,1080500400,036041,I473
2080320440,1080320440,040045,I472
1070340570,1070340570,010057,I475
1030151651,1030151651,017175,I476
5190480910,4190480910,083093,I477
2060851080,1060851080,030108,I478
2060350180,1060350180,031022,I479
4170640830,3170640830,076084,H730
1070740560,1070740560,009056,I480
4130600390,3130600390,068039,I482
4150721370,3150721370,065137,I483
1010272160,1010272160,004216,I484
4150721380,3150721380,065138,I486
4180251370,3180251370,078137,I485
1030571440,1030571440,018147,I487
4180251380,3180251380,078138,I489
1010812500,1010812500,001260,I490
5190480920,4190480920,083094,I492
4150080960,3150080960,064097,I493
4180970240,3180970240,101024,I494
2080680400,1080680400,035040,I496
3090300410,2090300410,048041,B962
1030260890,1030260890,019092,I497
1030260900,1030260900,019093,I498
3120690620,2120690620,057064,I499
4130380920,3130380920,066093,I501
5200950510,4200950510,095051,I503
3090360220,2090360220,053023,I504
4170470251,3170470251,077031,M256
1030121850,1030121850,016194,I506
4140940480,3140940480,094048,I507
3090360221,2090360221,053024,I510
1010812510,1010812510,001261,I511
1010272170,1010272170,004217,I512
3090300421,2090300421,048053,M326
2040140800,1040140800,021087,I519
4130230870,3130230870,069087,I520
3100580460,2100580460,054046,I522
3100580470,2100580470,054047,I523
4130230880,3130230880,069088,I526
2050900990,1050900990,024099,I527
1030241980,1030241980,013211,I529
1030121860,1030121860,016195,I530
2050901000,1050901000,024100,I531
1030450600,1030450600,020060,I532
5190010400,4190010400,084041,I533
5190550660,4190550660,082068,I534
5190650110,4190650110,088011,I535
4180670840,3180670840,080084,I536
4180251390,3180251390,078139,D290
4180670850,3180670850,080085,I537
5190550661,4190550661,082081,I538
1010812520,1010812520,001262,I539
4150510770,3150510770,063077,I540
5190550670,4190550670,082069,I541
4130380930,3130380930,066094,I543
1010881330,1010881330,002134,I544
1010881340,1010881340,002135,I545
4130380940,3130380940,066095,I546
5190210480,4190210480,087049,I548
4160410720,3160410720,075073,I549
2050870370,1050870370,027037,I551
4130380950,3130380950,066096,I553
2040831600,1040831600,022171,I554
1010071030,1010071030,005103,I555
1070370530,1070370530,008057,I556
4130380960,3130380960,066097,I558
4160410730,3160410730,075074,I559
1030990520,1030990520,098052,I561
2060851090,1060851090,030109,I562
2050100530,1050100530,025053,I563
5200950520,4200950520,095052,I564
5200730630,4200730630,090065,I565
1030492030,1030492030,015204,I566
1030121870,1030121870,016196,I567
3110440500,2110440500,043050,I569
5201110730,4201110730,111073,I570
3090360230,2090360230,053025,I571
3120701010,2120701010,058102,I573
2040831610,1040831610,022172,I576
1030492040,1030492040,015205,I577
2050840780,1050840780,026079,I578
5200170680,4200170680,092068,I580
3120690630,2120690630,057065,I581
5201110740,4201110740,111074,I582
2040831615,1040831615,022246,M360
3100580480,2100580480,054048,I585
1030151660,1030151660,017176,I588
4180221230,3180221230,079126,I589
4180221231,3180221231,079127,I590
2040140820,1040140820,021088,I593
2050100540,1050100540,025054,I592
2050890790,1050890790,023080,I594
2040140821,1040140821,021089,I591
2050540860,1050540860,028086,I595
1030121880,1030121880,016197,I597
5200730640,4200730640,090066,I598
1030571450,1030571450,018148,I599
4180670860,3180670860,080086,I600
3090360231,2090360231,053028,I601
1030492050,1030492050,015206,I602
2040140841,1040140841,021118,I603
2040140840,1040140840,021091,I604
5200950530,4200950530,095053,I605
4150080970,3150080970,064098,I606
1030151670,1030151670,017177,I607
3110030450,2110030450,042045,I608
5200950540,4200950540,095054,I609
4170640840,3170640840,076085,I610
1030241990,1030241990,013212,I611
1030990530,1030990530,098053,I612
5200950550,4200950550,095055,I613
5200730650,4200730650,090067,I614
5201110750,4201110750,111075,I615
4140190750,3140190750,070075,I618
2060930420,1060930420,093042,I621
3090430280,2090430280,046028,I622
5201110760,4201110760,111076,I624
1031040390,1031040390,108039,I625
2050100550,1050100550,025055,I626
1030260910,1030260910,019094,I627
1030121890,1030121890,016198,I628
1030121900,1030121900,016199,I629
4150080980,3150080980,064099,I630
1030151680,1030151680,017178,I631
1030450610,1030450610,020061,I632
3120400270,2120400270,059027,I634
2050840790,1050840790,026080,I635
1030770590,1030770590,014059,I636
1010071040,1010071040,005104,I637
4180251400,3180251400,078140,I642
3110030460,2110030460,042046,I643
1070340580,1070340580,010058,I640
4181030370,3181030370,102037,I639
3110030470,2110030470,042047,I653
3110590610,2110590610,041061,I654
4160310510,3160310510,071053,I641
5190180180,4190180180,085018,I644
1010272180,1010272180,004218,I646
1010021560,1010021560,006159,I645
5201110770,4201110770,111077,I647
2080500410,1080500410,036042,F357
4150721390,3150721390,065139,I648
4130600400,3130600400,068040,I649
3110440510,2110440510,043051,I651
4150510780,3150510780,063078,I652
4180221250,3180221250,079129,I655
4180670870,3180670870,080087,I656
1030450620,1030450620,020062,I662
3110440520,2110440520,043052,I661
1010272190,1010272190,004219,I659
3090630190,2090630190,047020,I660
1010021570,1010021570,006160,I657
1010881360,1010881360,002137,I663
4150721400,3150721400,065140,I666
5201110780,4201110780,111078,I667
5201110790,4201110790,111079,I668
3120330700,2120330700,060071,I669
4180221260,3180221260,079130,I671
3111050380,2111050380,109038,C070
4150200880,3150200880,061088,I676
4150721410,3150721410,065141,I677
1010071050,1010071050,005105,I678
4140940490,3140940490,094049,I679
1070390280,1070390280,011028,E070
3090050350,2090050350,051035,I681
2060930430,1060930430,093043,I686
1030861020,1030861020,012120,I688
4140940500,3140940500,094050,I682
1030260920,1030260920,019095,I683
3090300430,2090300430,048043,I684
1030492080,1030492080,015209,I690
2040140850,1040140850,021092,I687
2080500420,1080500420,036043,I689
1070340590,1070340590,010059,I693
1010812530,1010812530,001263,I692
5200170740,4200170740,092074,I695
1030492090,1030492090,015210,I696
3120330710,2120330710,060072,I697
2050100555,1050100555,025075,M437
1010071060,1010071060,005106,I698
1030492100,1030492100,015211,I700
1010812540,1010812540,001264,I701
5200170750,4200170750,092075,I699
1010812550,1010812550,001265,I703
1010812560,1010812560,001266,I702
4180221270,3180221270,079131,I704
5201110800,4201110800,111080,I705
5201110810,4201110810,111081,I706
5201110820,4201110820,111082,I707
1031040400,1031040400,108040,I709
1010021580,1010021580,006161,I711
3120400280,2120400280,059028,I712
2040831620,1040831620,022173,I714
2060920050,1060920050,032005,I715
3120330720,2120330720,060073,I716
5200950560,4200950560,095056,I717
5200950570,4200950570,095057,I718
4150721420,3150721420,065142,I720
5200950571,4200950571,095076,I721
4150721430,3150721430,065143,M253
5190010410,4190010410,084042,I723
5201110830,4201110830,111083,I724
4180670880,3180670880,080088,I725
3090750320,2090750320,052032,I726
3100580490,2100580490,054049,I727
3090300440,2090300440,048044,I728
2040140860,1040140860,021093,I729
5200530800,4200530800,091083,I730
2050840800,1050840800,026081,F116
5200730660,4200730660,090068,I732
5201110840,4201110840,111084,I734
5201110850,4201110850,111085,I735
3090430291,2090430291,046037,M347
1010521310,1010521310,003138,I736
1010021590,1010021590,006162,I738
1030571460,1030571460,018149,I739
4130790390,3130790390,067040,I741
5200950580,4200950580,095058,I742
5200950590,4200950590,095059,I743
4181030380,3181030380,102038,I744
4180221290,3180221290,079133,I745
5190480930,4190480930,083095,I747
