codice,CODICE ELETTORALE,CODICE ISTAT,CODICE BELFIORE
1030990170,1030990170,098017,C394
1031040170,1031040170,108017,C395
1030120640,1030120640,016066,C396
2080500090,1080500090,036009,C398
2040830501,1040830501,022054,C400
1010810680,1010810680,001070,C404
2080680170,1080680170,035017,C405
1030450180,1030450180,020018,C406
3090050130,2090050130,051013,C407
1030860420,1030860420,012049,C409
1030150420,1030150420,017046,C408
2050890240,1050890240,023024,C412
1030120641,1030120641,016067,C410
3120330240,2120330240,060024,C413
1030570391,1030570391,018042,C414
3090420070,2090420070,049007,C415
1030150430,1030150430,017047,C417
1030770160,1030770160,014016,C418
5190550240,4190550240,082026,C420
5190550250,4190550250,082027,C421
2050870070,1050870070,027007,C422
4160160030,3160160030,074003,C424
4130380320,3130380320,066032,C426
4130230210,3130230210,069021,C428
4160310170,3160310170,071018,C429
4180250340,3180250340,078034,C430
1030260270,1030260270,019028,C435
1010020540,1010020540,006056,C432
4160090180,3160090180,072018,C436
4180250350,3180250350,078035,C437
1010070330,1010070330,005033,C438
1030150440,1030150440,017048,C439
4150720380,3150720380,065038,C444
1010270600,1010270600,004060,C441
4160310180,3160310180,071019,C442
1010070340,1010070340,005034,C440
1070740220,1070740220,009022,C443
3120910180,2120910180,056019,C446
3120910190,2120910190,056020,C447
4130790140,3130790140,067015,C449
4160160040,3160160040,074004,C448
1010880385,1010880385,002171,M398
4150200271,3150200271,061102,M262
2040830515,1040830515,022241,M355
4180220230,3180220230,079024,C453
1030120650,1030120650,016068,C456
1030120660,1030120660,016069,C457
2050100100,1050100100,025010,C458
1030120670,1030120670,016070,C459
2050710140,1050710140,029014,C461
1070740230,1070740230,009023,C463
1010270610,1010270610,004061,C466
2080290040,1080290040,038004,C469
4150720390,3150720390,065039,C470
4180220240,3180220240,079025,C472
1030240595,1030240595,013254,M394
5190280070,4190280070,086007,C471
4130600110,3130600110,068011,C474
4150110220,3150110220,062022,C476
1011020210,1011020210,103021,C478
3120330250,2120330250,060025,C479
5190280080,4190280080,086008,C480
1070340140,1070340140,010014,C481
1010520480,1010520480,003049,C483
1030240600,1030240600,013063,C482
1030570400,1030570400,018043,C484
4150720400,3150720400,065040,C485
4140190170,3140190170,070017,C486
1010810690,1010810690,001071,C487
4140190180,3140190180,070018,C488
4180250360,3180250360,078036,C489
4130380330,3130380330,066033,C492
1030770170,1030770170,014017,C493
2060850220,1060850220,030022,C494
4150510260,3150510260,063026,C495
5190550260,4190550260,082028,C496
2050890250,1050890250,023025,C498
2050710150,1050710150,029015,C500
4180970060,3180970060,101006,C501
1010810700,1010810700,001072,C497
1030450190,1030450190,020019,C502
1010020550,1010020550,006057,C503
1010270620,1010270620,004062,C504
1010810710,1010810710,001073,C505
1030120680,1030120680,016071,C506
1030570401,1030570401,018044,C508
1030570410,1030570410,018045,C509
1070740240,1070740240,009024,C510
1070370150,1070370150,008016,C511
1031040180,1031040180,108018,C512
2080610150,1080610150,033015,C513
4160310190,3160310190,071020,C514
4180250370,3180250370,078037,C515
1030240610,1030240610,013064,C516
2040140170,1040140170,021020,A022
4130790150,3130790150,067016,C517
1030240620,1030240620,013065,C520
1030980200,1030980200,097020,C521
1030490700,1030490700,015070,C523
1010070350,1010070350,005035,C528
3110030130,2110030130,042013,C524
3100580100,2100580100,054010,C527
1010020560,1010020560,006058,C507
3090300110,2090300110,048011,C529
3120700270,2120700270,058027,C518
4150110230,3150110230,062023,C525
1010270630,1010270630,004063,C530
1010020570,1010020570,006059,C531
1010960180,1010960180,096018,C532
1030490710,1030490710,015071,C536
4140940140,3140940140,094014,C534
1030490720,1030490720,015072,C537
1010070360,1010070360,005036,C533
2050890260,1050890260,023026,C538
4170640270,3170640270,076027,C539
3090300120,2090300120,048012,C540
1030570430,1030570430,018046,C541
4180220260,3180220260,079027,C542
3120700280,2120700280,058028,C543
2050540300,1050540300,028030,C544
3120330260,2120330260,060026,C545
1010270640,1010270640,004064,C547
1010880410,1010880410,002041,C548
1030150450,1030150450,017049,C549
1010270650,1010270650,004065,C550
1030570440,1030570440,018047,C551
3120700290,2120700290,058029,C552
2080660070,1080660070,039007,C553
4180250380,3180250380,078038,C554
1030990180,1030990180,098018,C555
2060850230,1060850230,030023,C556
4150080250,3150080250,064025,C557
4150200280,3150200280,061028,C558
1070370160,1070370160,008017,C559
4180250390,3180250390,078039,C560
4150200290,3150200290,061029,C561
1030980210,1030980210,097021,C563
1010810720,1010810720,001074,C564
1030490740,1030490740,015074,C565
1031040190,1031040190,108019,C566
1011020220,1011020220,103022,C567
5190480170,4190480170,083017,C568
1030490760,1030490760,015076,C569
2080320060,1080320060,040007,C573
2080320070,1080320070,040008,C574
4150080260,3150080260,064026,C576
1070370170,1070370170,008018,C578
2050100110,1050100110,025011,C577
2050840150,1050840150,026015,C580
4181030060,3181030060,102006,C581
3110440110,2110440110,043011,C582
1010070370,1010070370,005037,C583
4150720410,3150720410,065041,C584
1030150460,1030150460,017050,C585
3090750080,2090750080,052008,C587
4180250400,3180250400,078040,C588
1010270660,1010270660,004066,C589
1030150461,1030150461,017051,C591
1020040130,1020040130,007013,C593
1020040140,1020040140,007014,C594
1020040150,1020040150,007015,C595
1020040160,1020040160,007016,B491
1020040170,1020040170,007017,C596
1020040180,1020040180,007018,B540
1020040190,1020040190,007019,C598
1020040200,1020040200,007020,C294
1010270670,1010270670,004067,C599
5200730240,4200730240,090024,C600
1010810730,1010810730,001075,C604
2050900290,1050900290,024029,C605
4150080270,3150080270,064027,C606
3090750090,2090750090,052009,C608
3090620120,2090620120,050012,C609
1010810740,1010810740,001076,C610
5190650020,4190650020,088002,C612
5200730250,4200730250,090025,C613
2050840160,1050840160,026016,C614
3110030140,2110030140,042014,C615
4180220280,3180220280,079029,C616
1030150470,1030150470,017052,C618
4170640280,3170640280,076028,C619
4140940150,3140940150,094015,C620
1070340150,1070340150,010015,C621
1030770180,1030770180,014018,C623
1010810750,1010810750,001077,C624
2040140180,1040140180,021021,C625
1010810760,1010810760,001078,C627
2050100120,1050100120,025012,C630
1030770190,1030770190,014019,C628
1010810770,1010810770,001079,C629
3090630031,2090630031,047022,C631
4130230220,3130230220,069022,C632
4160310200,3160310200,071021,C633
1030260280,1030260280,019029,C634
1030120690,1030120690,016072,C635
1030570450,1030570450,018048,C637
2050870080,1050870080,027008,C638
1010810780,1010810780,001080,C639
2060930130,1060930130,093013,C640
2060850240,1060850240,030024,C641
3090050140,2090050140,051014,C648
1030120700,1030120700,016073,C649
2050900300,1050900300,024030,C650
1030770200,1030770200,014020,C651
1010270680,1010270680,004068,C653
1010810790,1010810790,001081,C655
5190550270,4190550270,082029,C654
2040140190,1040140190,021022,C652
2060850250,1060850250,030025,C656
1070370180,1070370180,008019,C657
1010070380,1010070380,005038,C658
4150080280,3150080280,064028,C659
1070370190,1070370190,008020,C660
3090750100,2090750100,052010,C661
3090750110,2090750110,052011,C662
3090050150,2090050150,051015,C663
1010810800,1010810800,001082,C665
3120700291,2120700291,058118,M272
5190010150,4190010150,084015,C668
2050100130,1050100130,025013,C672
1070340160,1070340160,010016,C673
4180220290,3180220290,079030,C674
4150510270,3150510270,063027,C675
4150720420,3150720420,065042,C676
3120700300,2120700300,058030,C677
1030260290,1030260290,019030,C678
1010810810,1010810810,001083,C679
1010880420,1010880420,002042,C680
1010270690,1010270690,004069,C681
1030570460,1030570460,018049,C684
1030150480,1030150480,017053,C685
1030570470,1030570470,018050,C686
2050840170,1050840170,026017,C689
1030150490,1030150490,017054,C691
4180670260,3180670260,080026,C695
5190550280,4190550280,082030,C696
4150510280,3150510280,063028,C697
2060930140,1060930140,093014,C699
2040830540,1040830540,022058,C700
1010070390,1010070390,005039,C701
3120700310,2120700310,058031,C702
1030260300,1030260300,019031,C703
3110440120,2110440120,043012,C704
3090360060,2090360060,053007,C705
1030490770,1030490770,015077,C707
5190550290,4190550290,082031,C708
1030770210,1030770210,014021,C709
4180670270,3180670270,080027,C710
1010810820,1010810820,001084,C711
2040830550,1040830550,022059,C712
2050870090,1050870090,027009,C714
2050540310,1050540310,028031,C713
1010810830,1010810830,001085,C715
4150200300,3150200300,061030,C716
1070370200,1070370200,008021,C718
4150110240,3150110240,062024,C719
1010810840,1010810840,001086,C722
4170470050,3170470050,077005,C723
1030240650,1030240650,013068,C724
4180970070,3180970070,101007,C725
4180970080,3180970080,101008,C726
2040830560,1040830560,022060,C727
1030120710,1030120710,016074,C728
1070740250,1070740250,009025,C729
1030120720,1030120720,016075,C730
1030860430,1030860430,012050,C732
1030490780,1030490780,015078,C733
2050840180,1050840180,026018,C735
1010270700,1010270700,004070,C738
1010070400,1010070400,005040,C739
3120400050,2120400050,059005,C740
4160160050,3160160050,074005,C741
3100580110,2100580110,054011,C742
3100580120,2100580120,054012,C744
3100580130,2100580130,054013,C745
4130600120,3130600120,068012,C750
2050540320,1050540320,028032,C743
3120690150,2120690150,057016,C746
4180670280,3180670280,080028,C747
3120690160,2120690160,057017,C749
1030860440,1030860440,012051,C751
1030980220,1030980220,097022,C752
1070370210,1070370210,008022,C755
2040830570,1040830570,022061,C756
1010880430,1010880430,002043,C757
2060850260,1060850260,030026,C758
1030120730,1030120730,016076,C759
1030150500,1030150500,017055,C760
4180250420,3180250420,078041,C763
3120910200,2120910200,056021,C765
4130380340,3130380340,066034,C766
4140190190,3140190190,070019,C764
4130230230,3130230230,069023,C768
4140940160,3140940160,094016,C769
3110440130,2110440130,043013,C770
4130600130,3130600130,068013,C771
3120700320,2120700320,058032,C773
4130380350,3130380350,066035,C778
4130600140,3130600140,068014,C779
3120910210,2120910210,056022,C780
4130790160,3130790160,067017,C781
2080320080,1080320080,040009,C777
3090050160,2090050160,051016,C774
4130230240,3130230240,069024,C776
3090360070,2090360070,053008,C782
4130380360,3130380360,066036,C783
3120700330,2120700330,058033,C784
1030770220,1030770220,014022,C785
1030240680,1030240680,013071,C787
2060930150,1060930150,093015,C790
2060930160,1060930160,093016,C791
1010270710,1010270710,004071,C792
1010810850,1010810850,001087,C793
2040830580,1040830580,022062,C794
4180250430,3180250430,078042,C795
1030860441,1030860441,012052,C796
1030120740,1030120740,016077,C800
1010810860,1010810860,001088,C801
1010810870,1010810870,001089,C803
1010070410,1010070410,005041,C804
1030150510,1030150510,017056,C806
1010070420,1010070420,005042,C807
1030860450,1030860450,012053,C810
4130380370,3130380370,066037,C811
2050540330,1050540330,028033,C812
1030570480,1030570480,018051,C813
2080290050,1080290050,038005,C814
2050840190,1050840190,026019,C815
1030990190,1030990190,098019,C816
2060850270,1060850270,030027,C817
5200730260,4200730260,090026,C818
1010960190,1010960190,096019,C819
1031040200,1031040200,108020,C820
1020040210,1020040210,007021,C821
1070340170,1070340170,010017,C823
2050900320,1050900320,024032,C824
1070340180,1070340180,010018,C826
1010520491,1010520491,003051,C829
2050900325,1050900325,024126,M426
1030120750,1030120750,016078,C835
3120330270,2120330270,060027,C836
2080610160,1080610160,033016,C838
1030980230,1030980230,097023,C839
3120690170,2120690170,057018,C841
4130380380,3130380380,066038,C844
3100580140,2100580140,054014,C845
1030980240,1030980240,097024,C851
4140190200,3140190200,070020,C854
3120690180,2120690180,057019,C857
3090750120,2090750120,052012,C847
3120330290,2120330290,060029,C870
4150110250,3150110250,062025,C846
2050100140,1050100140,025014,C872
2050840200,1050840200,026020,C848
1030150520,1030150520,017057,C850
2080560090,1080560090,034009,C852
4130600150,3130600150,068015,C853
4130790170,3130790170,067018,C311
4130230250,3130230250,069025,C855
4130230260,3130230260,069026,C856
3120700340,2120700340,058034,C858
3120690190,2120690190,057020,C859
1010810880,1010810880,001090,C860
4130380390,3130380390,066039,C862
3120330280,2120330280,060028,C864
4160410200,3160410200,075021,C865
4130380400,3130380400,066040,C866
1010810890,1010810890,001091,C867
1010810900,1010810900,001092,C868
3090420080,2090420080,049008,C869
5190550300,4190550300,082032,C871
4140190210,3140190210,070021,C875
3120690200,2120690200,057021,C876
4140940170,3140940170,094017,C878
3110590125,2110590125,041069,M380
3110060140,2110060140,044014,C877
3120690201,2120690201,057022,C880
1030570485,1030570485,018193,M419
4150720430,3150720430,065043,C879
5201110120,4201110120,111012,C882
1030150530,1030150530,017058,C883
1010880450,1010880450,002045,C884
2060850280,1060850280,030028,C885
3110440140,2110440140,043014,C886
4170470060,3170470060,077006,C888
2050890270,1050890270,023027,C890
1030150540,1030150540,017059,C893
1030120760,1030120760,016079,C894
1030490810,1030490810,015081,C895
2050890280,1050890280,023028,C897
3120700350,2120700350,058035,C900
4130790180,3130790180,067019,C901
1030240710,1030240710,013074,C902
1030770230,1030770230,014023,C903
2080560100,1080560100,034010,C904
4180250440,3180250440,078043,C905
1030490820,1030490820,015082,C908
1030240715,1030240715,013251,M336
1030120770,1030120770,016080,C910
1030860460,1030860460,012054,C911
2080290060,1080290060,038006,C912
3090460050,2090460050,045005,C914
2040830595,1040830595,022228,M314
1030990200,1030990200,098020,C917
2060850290,1060850290,030029,C918
2050100150,1050100150,025015,C920
1030860470,1030860470,012055,C922
1030150550,1030150550,017060,C925
1010520500,1010520500,003052,C926
5190650030,4190650030,088003,C927
5190010160,4190010160,084016,C928
4150510290,3150510290,063029,C929
1030450200,1030450200,020020,C930
2040830600,1040830600,022064,C931
1030240720,1030240720,013075,C933
2080560110,1080560110,034011,C934
1030120780,1030120780,016081,C937
3110060150,2110060150,044015,C935
2050870100,1050870100,027010,C938
4140940180,3140940180,094018,C941
4150720440,3150720440,065044,C940
4150200310,3150200310,061031,C939
2050890290,1050890290,023029,C943
3120690210,2120690210,057023,C946
1030150560,1030150560,017061,C948
2050870110,1050870110,027011,C950
2080500100,1080500100,036010,C951
1031040210,1031040210,108021,C952
4180670290,3180670290,080029,C954
1010810910,1010810910,001093,C955
5190480180,4190480180,083018,C956
2050840210,1050840210,026021,C957
1030570490,1030570490,018052,C958
3120690220,2120690220,057024,C959
4180220310,3180220310,079033,C960
1010020580,1010020580,006060,C962
2080660080,1080660080,039008,C963
2050540340,1050540340,028034,C964
2040830621,1040830621,022242,M356
5190550310,4190550310,082033,C968
3120690230,2120690230,057025,C969
4150080290,3150080290,064029,C971
4130790190,3130790190,067020,C972
4150720450,3150720450,065045,C973
4150720460,3150720460,065046,C974
4160090190,3160090190,072019,C975
4150080300,3150080300,064030,C976
1010020590,1010020590,006061,C977
4160410210,3160410210,075022,C978
1030570500,1030570500,018053,C979
2080290070,1080290070,038007,C980
1030570510,1030570510,018054,C982
4160090200,3160090200,072020,C983
4150720470,3150720470,065047,C984
1030490850,1030490850,015085,C986
2050710170,1050710170,029017,C987
3120910220,2120910220,056023,C988
3100580150,2100580150,054015,C990
2060930170,1060930170,093017,C991
2050840220,1050840220,026022,C992
2060930180,1060930180,093018,C993
3090430110,2090430110,046011,C996
1070340190,1070340190,010019,C995
3120330300,2120330300,060030,C998
4130380410,3130380410,066041,C999
3120400060,2120400060,059006,D003
2081010030,1081010030,099003,D004
4160410220,3160410220,075023,D006
4180250455,3180250455,078157,M403
3110030150,2110030150,042015,D007
1010810920,1010810920,001094,D008
5190550320,4190550320,082034,D009
4150720480,3150720480,065048,D011
4170640290,3170640290,076029,D010
1030490860,1030490860,015086,D013
2060350020,1060350020,031002,D014
1030120790,1030120790,016082,D015
1030120791,1030120791,016249,D016
1030570521,1030570521,018191,M338
1030490870,1030490870,015087,D018
1031040215,1031040215,108053,D019
2040140200,1040140200,021023,B799
2050900340,1050900340,024034,D020
1030990210,1030990210,098021,D021
1010270720,1010270720,004072,D022
2080560120,1080560120,034012,D026
2060850300,1060850300,030030,D027
1030990220,1030990220,098022,D028
1030990230,1030990230,098023,D029
2050840230,1050840230,026023,D030
2080680200,1080680200,035020,D037
1031040220,1031040220,108022,D038
2050540350,1050540350,028035,D040
1030240740,1030240740,013077,D041
3110440150,2110440150,043015,D042
4130790200,3130790200,067021,D043
4160410230,3160410230,075024,D044
1030490930,1030490930,015093,D045
1010070440,1010070440,005044,D046
2040140210,1040140210,021024,D048
4180220320,3180220320,079034,D049
1010070450,1010070450,005045,D050
1010070460,1010070460,005046,D051
1010070470,1010070470,005047,D052
2080610170,1080610170,033017,D054
1030260310,1030260310,019032,D056
1030260320,1030260320,019033,D057
1030150570,1030150570,017062,D058
1030990240,1030990240,098024,D068
2080610180,1080610180,033018,D061
1010270730,1010270730,004073,D062
1030150580,1030150580,017063,D064
1030980250,1030980250,097025,D065
1030120800,1030120800,016083,D066
1030570531,1030570531,018192,M372
1010070480,1010070480,005048,D072
2050100160,1050100160,025016,A266
2040140220,1040140220,021025,D075
4130790210,3130790210,067022,D076
3090050170,2090050170,051017,D077
4130600160,3130600160,068016,D078
2040140230,1040140230,021026,D079
1030570540,1030570540,018057,D081
1030150590,1030150590,017064,D082
2060850310,1060850310,030031,D085
4180250460,3180250460,078045,D086
1070370220,1070370220,008023,D087
1030770240,1030770240,014024,D088
4180670300,3180670300,080030,D089
1010270740,1010270740,004074,D093
1010810930,1010810930,001095,D092
1010960200,1010960200,096020,D094
1070740260,1070740260,009026,D095
3110060160,2110060160,044016,D096
1011020230,1011020230,103023,D099
5200730270,4200730270,090027,D100
1010070490,1010070490,005049,D101
1030570550,1030570550,018058,D109
1030120810,1030120810,016084,D110
2050710180,1050710180,029018,D105
1030980260,1030980260,097026,D112
1030120811,1030120811,016247,D111
1030120820,1030120820,016085,D103
1010020600,1010020600,006062,D102
1030120830,1030120830,016086,D117
2050900350,1050900350,024035,D107
3100580160,2100580160,054016,D108
1010880470,1010880470,002047,D113
1070370221,1070370221,008024,D114
2050890300,1050890300,023030,D118
1010070500,1010070500,005050,D119
1010270750,1010270750,004075,D120
2080660090,1080660090,039009,D121
4180970090,3180970090,101009,D123
3120690240,2120690240,057026,D124
1020040220,1020040220,007022,D012
1030120840,1030120840,016087,D126
1030570560,1030570560,018059,D127
4170470070,3170470070,077007,D128
1030980270,1030980270,097027,D131
1010880480,1010880480,002048,D132
1010270760,1010270760,004076,D133
1011020240,1011020240,103024,D134
2050900360,1050900360,024036,D136
4130230270,3130230270,069027,D137
1030120850,1030120850,016088,D139
1030260330,1030260330,019034,D141
1030260340,1030260340,019035,D142
1030980280,1030980280,097028,D143
1030860480,1030860480,012056,D144
1030980290,1030980290,097029,D145
1030240780,1030240780,013083,D147
1010020610,1010020610,006063,D149
1030260350,1030260350,019036,D150
1030260360,1030260360,019037,D151
1010880490,1010880490,002049,D154
2050900370,1050900370,024037,D156
1030990250,1030990250,098025,D159
3090620131,2090620131,050041,M328
2050710190,1050710190,029019,D161
1010520530,1010520530,003055,D162
1010960210,1010960210,096021,D165
2080130240,1080130240,037024,D166
1011020250,1011020250,103025,D168
4150510300,3150510300,063030,D170
4160780040,3160780040,073004,D171
1010270770,1010270770,004077,D172
1070340200,1070340200,010020,D175
2050840250,1050840250,026025,C670
1011020260,1011020260,103026,D177
4130790220,3130790220,067023,D179
4180250470,3180250470,078046,D180
4180220340,3180220340,079036,D181
4180250480,3180250480,078047,D184
1030860490,1030860490,012057,D185
4180970100,3180970100,101010,D122
1030260370,1030260370,019038,D186
1010880520,1010880520,002052,D187
2040830640,1040830640,022068,D188
4180970110,3180970110,101011,D189
1030860500,1030860500,012058,D192
4150720490,3150720490,065049,D195
1030240790,1030240790,013084,D196
1010810940,1010810940,001096,D197
1030490960,1030490960,015096,D198
1030860501,1030860501,012059,D199
5200950190,4200950190,095019,D200
4130600170,3130600170,068017,D201
1010810950,1010810950,001097,D202
1030260380,1030260380,019039,D203
1030860510,1030860510,012060,D204
1010270780,1010270780,004078,D205
1010070510,1010070510,005051,D207
1010810960,1010810960,001098,D208
4130230280,3130230280,069028,D209
3110060170,2110060170,044017,D210
3110030160,2110030160,042016,D211
1030570570,1030570570,018060,B824
5200950191,4200950191,095077,D214
1010520560,1010520560,003058,D216
1030860520,1030860520,012061,D217
4180220370,3180220370,079039,D218
1010960230,1010960230,096023,D219
1030120860,1030120860,016089,D221
2040140240,1040140240,021027,D222
4160410240,3160410240,075025,D223
2050540360,1050540360,028036,D226
1030450210,1030450210,020021,D227
4150200320,3150200320,061032,D228
1030490970,1030490970,015097,D229
1030490980,1030490980,015098,D231
4150110260,3150110260,062026,D230
1030240800,1030240800,013085,D232
1030120870,1030120870,016090,D233
5190820080,4190820080,081007,D234
4180970120,3180970120,101012,D236
4160410250,3160410250,075026,D237
1030860521,1030860521,012062,D238
1030860530,1030860530,012063,D239
1030490981,1030490981,015099,D244
1030120880,1030120880,016091,D245
2040830670,1040830670,022071,D246
2050100170,1050100170,025017,D247
1030150600,1030150600,017065,D251
4181030070,3181030070,102007,D253
1070340210,1070340210,010021,D255
1030860540,1030860540,012064,D256
4180220400,3180220400,079042,D257
1030770250,1030770250,014025,D258
5200170150,4200170150,092015,D259
5201110130,4201110130,111013,D260
4180220410,3180220410,079043,D261
1070740270,1070740270,009027,D264
1070390120,1070390120,011012,D265
1030770260,1030770260,014026,D266
5190180060,4190180060,085006,D267
4180670310,3180670310,080031,D268
4160310210,3160310210,071022,D269
1030150610,1030150610,017066,D270
1010270790,1010270790,004079,D271
1010020630,1010020630,006065,D272
2040830700,1040830700,022074,D273
1010020640,1010020640,006066,D277
1030260390,1030260390,019040,D278
3100580170,2100580170,054017,D279
1030980300,1030980300,097030,D280
1010880540,1010880540,002054,D281
1030150620,1030150620,017067,D284
1031040230,1031040230,108023,D286
5200530150,4200530150,091016,D287
4180250490,3180250490,078048,D289
1070370230,1070370230,008025,D293
1070370240,1070370240,008026,D296
1010270800,1010270800,004080,D291
1070370250,1070370250,008027,D297
1070370260,1070370260,008028,D298
3090300130,2090300130,048013,D299
2060850320,1060850320,030032,D300
2040830715,1040830715,022233,M366
4181030080,3181030080,102008,D303
4180250500,3180250500,078049,D304
4160410260,3160410260,075027,D305
1010520580,1010520580,003060,D309
1030240820,1030240820,013087,D310
2040140250,1040140250,021028,D311
2060350030,1060350030,031003,D312
1010270810,1010270810,004081,D314
4130230290,3130230290,069029,D315
2060850330,1060850330,030033,D316
2050890310,1050890310,023031,D317
1070370270,1070370270,008029,D318
1070370280,1070370280,008030,D319
2060350040,1060350040,031004,D321
5201110140,4201110140,111014,D323
2050870120,1050870120,027012,D325
1030980310,1030980310,097031,D327
4180250510,3180250510,078050,D328
1030240840,1030240840,013089,D329
2050100180,1050100180,025018,D330
4150080310,3150080310,064031,D331
1011020280,1011020280,103028,D332
5201110150,4201110150,111015,D333
5201110160,4201110160,111016,D334
1010960240,1010960240,096024,D339
1030240850,1030240850,013090,D341
1020040230,1020040230,007023,D338
5201110170,4201110170,111017,D344
5200530160,4200530160,091017,D345
1030980320,1030980320,097032,D346
1010520600,1010520600,003062,D347
1030570580,1030570580,018061,D348
1010960250,1010960250,096025,D350
1030450220,1030450220,020022,D351
1030120890,1030120890,016092,D352
1030240870,1030240870,013092,D355
1020040240,1020040240,007024,D356
2080320100,1080320100,040011,D357
1030260400,1030260400,019041,D358
2080130250,1080130250,037025,D360
4150200330,3150200330,061033,D361
4181030090,3181030090,102009,D364
2040830730,1040830730,022078,D365
2060850340,1060850340,030034,D366
1030491000,1030491000,015101,D367
2040830740,1040830740,022079,D371
1010270820,1010270820,004082,D372
1010810970,1010810970,001099,D373
1011020290,1011020290,103029,D374
5200530170,4200530170,091018,D376
1030770270,1030770270,014027,D377
2050540361,1050540361,028106,M300
2050900380,1050900380,024038,D379
4150110261,3150110261,062027,D380
2060920010,1060920010,032001,D383
1030860550,1030860550,012065,D384
1030860551,1030860551,012066,D385
4150110270,3150110270,062028,D386
4140190220,3140190220,070022,C772
1010070520,1010070520,005052,D388
4150720500,3150720500,065050,D390
1030150630,1030150630,017068,D391
2040140260,1040140260,021029,D392
4130600180,3130600180,068018,D394
5200530171,4200530171,091019,D395
1030980330,1030980330,097033,D398
5200170201,4200170201,092108,D399
1010270830,1010270830,004083,D401
1020040250,1020040250,007025,D402
3090300140,2090300140,048014,D403
1030120900,1030120900,016093,D406
2050900390,1050900390,024039,D407
2060850350,1060850350,030035,D408
5190280090,4190280090,086009,C342
1010270840,1010270840,004084,D410
1030120910,1030120910,016094,D411
1010270850,1010270850,004085,D412
4170640300,3170640300,076030,D414
2050870130,1050870130,027013,D415
1030240890,1030240890,013095,D416
2050890320,1050890320,023032,D419
2050890330,1050890330,023033,D420
1030150640,1030150640,017069,D421
4160160060,3160160060,074006,D422
4150510301,3150510301,063064,H243
5190820090,4190820090,081008,D423
1070740280,1070740280,009028,D424
2060930190,1060930190,093019,D426
5200730271,4200730271,090088,M292
1030980340,1030980340,097034,D428
3110440160,2110440160,043016,D429
5201110180,4201110180,111018,D430
5201110190,4201110190,111019,D431
1030150650,1030150650,017070,D434
1030980350,1030980350,097035,D436
3120330310,2120330310,060031,D440
5200730280,4200730280,090028,D441
2050540370,1050540370,028037,D442
5201110200,4201110200,111020,D443
1020040260,1020040260,007026,D444
1030240910,1030240910,013097,D445
1010810980,1010810980,001100,D433
1010020650,1010020650,006067,D447
3090430125,2090430125,046036,M319
2080680210,1080680210,035021,D450
3110030170,2110030170,042017,D451
3120910230,2120910230,056024,D452
4181030100,3181030100,102010,D453
3100800110,2100800110,055011,D454
2060850360,1060850360,030036,D455
1030770280,1030770280,014028,D456
2080660100,1080660100,039010,D458
4160310220,3160310220,071023,D459
2060850370,1060850370,030037,D461
1030240920,1030240920,013098,D462
4160780050,3160780050,073005,D463
4130380420,3130380420,066042,D465
4180250520,3180250520,078051,D464
1030860560,1030860560,012067,D467
2040830760,1040830760,022081,D468
4150110280,3150110280,062029,D469
2050100190,1050100190,025019,D470
4150200331,3150200331,061101,D471
4180250530,3180250530,078052,D473
3110030180,2110030180,042018,D472
5190480190,4190480190,083019,D474
3120910240,2120910240,056025,D475
4180220450,3180220450,079047,D476
3111050050,2111050050,109005,D477
4130230291,3130230291,069104,D480
1030240930,1030240930,013099,D482
3120330320,2120330320,060032,D483
2040140270,1040140270,021030,D484
2080500110,1080500110,036011,D486
2060930200,1060930200,093020,D487
3110590130,2110590130,041013,D488
4130790230,3130790230,067024,D489
4130230300,3130230300,069030,D494
1030120930,1030120930,016096,D490
3120690250,2120690250,057027,D493
1010520630,1010520630,003065,D492
1030120940,1030120940,016097,D491
4130230310,3130230310,069031,D495
2050900400,1050900400,024040,D496
4170640310,3170640310,076031,D497
1010270860,1010270860,004086,D499
4130600190,3130600190,068019,D501
2080610190,1080610190,033019,D502
3120910250,2120910250,056026,D503
2060350050,1060350050,031005,D504
2050840260,1050840260,026026,D505
4160160070,3160160070,074007,D508
1070340220,1070340220,010022,D509
3090620140,2090620140,050014,D510
1010270870,1010270870,004087,D511
1070340230,1070340230,010023,D512
5190010170,4190010170,084017,D514
5190820100,4190820100,081009,D518
1010810990,1010810990,001101,D520
1010270880,1010270880,004088,D523
1010811000,1010811000,001102,D524
2080560130,1080560130,034013,D526
4150720510,3150720510,065051,D527
1010020660,1010020660,006068,D528
2050100210,1050100210,025021,D530
1030240940,1030240940,013100,D531
1010811010,1010811010,001103,D532
3100800120,2100800120,055012,D538
3120330330,2120330330,060033,D539
5190760080,4190760080,089008,D540
3110590140,2110590140,041014,D541
3111050060,2111050060,109006,D542
1030860570,1030860570,012068,D543
4180220460,3180220460,079048,D544
4180670320,3180670320,080032,D545
4170470080,3170470080,077008,D547
2080290080,1080290080,038008,D548
2050890340,1050890340,023034,D549
4140190230,3140190230,070023,D550
1030860580,1030860580,012069,D551
1030570590,1030570590,018062,D552
1010070530,1010070530,005053,D554
2080610200,1080610200,033020,D555
4180670330,3180670330,080033,D557
3120690260,2120690260,057028,D560
1010811020,1010811020,001104,D562
3120700360,2120700360,058036,D561
3110440170,2110440170,043017,D564
2040830780,1040830780,022083,D565
5190550330,4190550330,082035,D567
2050710210,1050710210,029021,D568
5190480200,4190480200,083020,D569
3100800130,2100800130,055013,D570
