comune,ref,numero_comuni,comuni_capoluogo,comuni_sup_15000,comuni_inf_15000,comuni_rinnovo_motivi_diversi,comuni_sciolti_rinnovo,popolazione_2021,sezioni_2023,elettori_2023,CODICE ISTAT
VERZEGNIS,32_table_01,1.0,,,inf,,,838,2,1146,030132
VILLA SANTINA,32_table_01,1.0,,,inf,,,2170,3,2068,030133
VISCO,32_table_01,1.0,,,inf,,,816,1,734,030135
ZUGLIO,32_table_01,1.0,,,inf,,,552,1,610,030136
AVEGNO,33_table_02,1.0,,,inf,,,2519,3,2238,010002
BARGAGLI,33_table_02,1.0,,,inf,,,2558,4,2115,010003
BORZONASCA,33_table_02,1.0,,,inf,,,1834,3,1479,010005
BUSALLA,33_table_02,1.0,,,inf,,,5168,7,4492,010006
CAMPO LIGURE,33_table_02,1.0,,,inf,,,2790,3,2401,010008
CAMPOMORONE,33_table_02,1.0,,,inf,,,6482,9,5479,010009
CARASCO,33_table_02,1.0,,,inf,,,3770,4,3306,010010
CASTIGLIONE CHIAVARESE,33_table_02,1.0,,,inf,,,1580,2,1806,010013
COGORNO,33_table_02,1.0,,,inf,,,5724,5,5816,010018
COREGLIA LIGURE,33_table_02,1.0,,,inf,,,267,1,295,010019
DAVAGNA,33_table_02,1.0,,,inf,,,1857,2,1660,010021
FASCIA,33_table_02,1.0,,,inf,,,73,1,79,010022
FONTANIGORDA,33_table_02,1.0,,,inf,,,244,1,195,010024
GORRETO,33_table_02,1.0,,,inf,,,94,1,110,010026
ISOLA DEL CANTONE,33_table_02,1.0,,,inf,,,1392,2,1806,010027
LAVAGNA,33_table_02,1.0,,,inf,,,12315,11,11906,010028
LEIVI,33_table_02,1.0,,,inf,,,2404,2,2420,010029
LORSICA,33_table_02,1.0,,,inf,,,412,1,351,010030
LUMARZO,33_table_02,1.0,,,inf,,,1433,2,1850,010031
MELE,33_table_02,1.0,,,inf,,,2592,3,2219,010033
MEZZANEGO,33_table_02,1.0,,,inf,,,1483,2,1177,010034
MIGNANEGO,33_table_02,1.0,,,inf,,,3495,4,3207,010035
MOCONESI,33_table_02,1.0,,,inf,,,2437,3,2228,010036
MONEGLIA,33_table_02,1.0,,,inf,,,2589,3,3041,010037
MONTEBRUNO,33_table_02,1.0,,,inf,,,207,1,171,010038
NE,33_table_02,1.0,,,inf,,,2130,5,2396,010040
NEIRONE,33_table_02,1.0,,,inf,,,843,2,923,010041
RAPALLO,33_table_02,1.0,,SUP,,,,29107,32,29176,010046
RECCO,33_table_02,1.0,,,inf,,,9464,10,9577,010047
REZZOAGLIO,33_table_02,1.0,,,inf,,,875,3,771,010048
ROSSIGLIONE,33_table_02,1.0,,,inf,,,2560,3,2242,010051
SANTA MARGHERITA LIGURE,33_table_02,1.0,,,inf,,,8575,11,9861,010054
SANTO STEFANO D'AVETO,33_table_02,1.0,,,inf,,,991,2,909,010056
SAVIGNONE,33_table_02,1.0,,,inf,,,3038,5,2813,010057
SERRA RICCO',33_table_02,1.0,,,inf,,,7615,8,6944,010058
SORI,33_table_02,1.0,,,inf,,,4018,4,4549,010060
TIGLIETO,33_table_02,1.0,,,inf,,,476,2,1043,010061
TRIBOGNA,33_table_02,1.0,,,inf,,,566,1,625,010063
USCIO,33_table_02,1.0,,,inf,,,2141,2,1901,010064
AIROLE,33_table_03,1.0,,,inf,,,363,1,298,008001
BADALUCCO,33_table_03,1.0,,,inf,,,1068,2,875,008006
CAMPOROSSO,33_table_03,1.0,,,inf,,,5577,5,4823,008011
CASTELLARO,33_table_03,1.0,,,inf,,,1267,1,1030,008014
CERIANA,33_table_03,1.0,,,inf,,,1099,2,932,008016
CERVO,33_table_03,1.0,,,inf,,,1118,1,1030,008017
CESIO,33_table_03,1.0,,,inf,,,273,1,223,008018
CHIUSANICO,33_table_03,1.0,,,inf,,,593,3,538,008019
DIANO SAN PIETRO,33_table_03,1.0,,,inf,,,1098,1,909,008028
DOLCEACQUA,33_table_03,1.0,,,inf,,,2145,2,1936,008029
DOLCEDO,33_table_03,1.0,,,inf,,,1273,2,1057,008030
ISOLABONA,33_table_03,1.0,,,inf,,,677,1,576,008032
MENDATICA,33_table_03,1.0,,,inf,,,162,1,147,008034
MOLINI DI TRIORA,33_table_03,1.0,,,inf,,,622,2,476,008035
MONTEGROSSO PIAN LATTE,33_table_03,1.0,,,inf,,,120,1,99,008037
OLIVETTA SAN MICHELE,33_table_03,1.0,,,inf,,,201,1,169,008038
OSPEDALETTI,33_table_03,1.0,,,inf,,,3168,4,2884,008039
PIGNA,33_table_03,1.0,,,inf,,,763,2,733,008043
PONTEDASSIO,33_table_03,1.0,,,inf,,,2341,4,1852,008045
RANZO,33_table_03,1.0,,,inf,,,558,1,442,008048
RIVA LIGURE,33_table_03,1.0,,,inf,,,2812,3,2181,008050
SAN BARTOLOMEO AL MARE,33_table_03,1.0,,,inf,,,2943,3,2488,008052
SAN BIAGIO DELLA CIMA,33_table_03,1.0,,,inf,,,1246,1,1126,008053
SAN LORENZO AL MARE,33_table_03,1.0,,,inf,,,1226,1,1060,008054
SANREMO,33_table_03,1.0,,SUP,,,,52918,56,46071,008055
SOLDANO,33_table_03,1.0,,,inf,,,996,1,787,008058
VALLEBONA,33_table_03,1.0,,,inf,,,1257,1,1091,008062
VASIA,33_table_03,1.0,,,inf,,,366,2,296,008064
VESSALICO,33_table_03,1.0,,,inf,,,247,1,191,008066
ARCOLA,34_table_02,1.0,,,inf,,,10183,11,8507,011002
BOLANO,34_table_02,1.0,,,inf,,,7451,8,6602,011004
BONASSOLA,34_table_02,1.0,,,inf,,,816,2,766,011005
CALICE AL CORNOVIGLIO,34_table_02,1.0,,,inf,,,1053,2,1371,011008
CARRODANO,34_table_02,1.0,,,inf,,#,477,2,425,011010
CASTELNUOVO MAGRA,34_table_02,1.0,,,inf,,,8361,11,7140,011011
DEIVA MARINA,34_table_02,1.0,,,inf,,,1292,3,1623,011012
FOLLO,34_table_02,1.0,,,inf,,,6133,7,5347,011013
FRAMURA,34_table_02,1.0,,,inf,,,599,2,692,011014
MONTEROSSO AL MARE,34_table_02,1.0,,,inf,,,1371,2,1984,011019
PIGNONE,34_table_02,1.0,,,inf,,,519,2,953,011021
RICCO' DEL GOLFO DI SPEZIA,34_table_02,1.0,,,inf,,,3615,5,3378,011023
ROCCHETTA DI VARA,34_table_02,1.0,,,inf,,,674,3,695,011025
SESTA GODANO,34_table_02,1.0,,,inf,,,1273,2,1623,011028
VARESE LIGURE,34_table_02,1.0,,,inf,,,1811,3,2046,011029
VERNAZZA,34_table_02,1.0,,,inf,,,759,2,939,011030
VEZZANO LIGURE,34_table_02,1.0,,,inf,,,7212,10,6044,011031
ALBENGA,34_table_03,1.0,,SUP,,,,23435,22,19330,009002
ALBISOLA SUPERIORE,34_table_03,1.0,,,inf,,,9644,11,8874,009004
ALBISSOLA MARINA,34_table_03,1.0,,,inf,,,5259,5,4762,009003
ANDORA,34_table_03,1.0,,,inf,,,7261,7,6464,009006
ARNASCO,34_table_03,1.0,,,inf,,,573,1,444,009007
BARDINETO,34_table_03,1.0,,,inf,,,748,1,619,009009
BORMIDA,34_table_03,1.0,,,inf,,,343,1,306,009014
CASANOVA LERRONE,34_table_03,1.0,,,inf,,,737,2,580,009019
CASTELVECCHIO DI ROCCA BARBENA,34_table_03,1.0,,,inf,,,133,1,159,009021
CELLE LIGURE,34_table_03,1.0,,,inf,,,4910,5,4551,009022
CISANO SUL NEVA,34_table_03,1.0,,,inf,,,2122,2,1781,009025
COSSERIA,34_table_03,1.0,,,inf,,,1053,1,849,009026
DEGO,34_table_03,1.0,,,inf,,,1856,2,1455,009027
ERLI,34_table_03,1.0,,,inf,,,215,1,173,009028
FINALE LIGURE,34_table_03,1.0,,,inf,,,11157,13,10611,009029
GARLENDA,34_table_03,1.0,,,inf,,,1348,1,1179,009030
GIUSTENICE,34_table_03,1.0,,,inf,,,993,1,844,009031
MAGLIOLO,34_table_03,1.0,,,inf,,,933,1,800,009035
MALLARE,34_table_03,1.0,,,inf,,,1061,1,1170,009036
MASSIMINO,34_table_03,1.0,,,inf,,,97,1,106,009037
MILLESIMO,34_table_03,1.0,,,inf,,,3212,3,3014,009038
MIOGLIA,34_table_03,1.0,,,inf,,,490,1,443,009039
MURIALDO,34_table_03,1.0,,,inf,,,773,2,861,009040
ONZO,34_table_03,1.0,,,inf,,,219,1,187,009043
ORCO FEGLINO,34_table_03,1.0,,,inf,,,919,2,774,009044
ORTOVERO,34_table_03,1.0,,,inf,,,1599,2,1271,009045
OSIGLIA,34_table_03,1.0,,,inf,,,443,1,622,009046
PALLARE,34_table_03,1.0,,,inf,,,900,2,958,009047
PIANA CRIXIA,34_table_03,1.0,,,inf,,,760,1,732,009048
PIETRA LIGURE,34_table_03,1.0,,,inf,,,8326,11,7497,009049
PLODIO,34_table_03,1.0,,,inf,,,622,1,522,009050
PONTINVREA,34_table_03,1.0,,,inf,,,820,1,845,009051
QUILIANO,34_table_03,1.0,,,inf,,,6902,9,6663,009052
ROCCAVIGNALE,34_table_03,1.0,,,inf,,,741,1,931,009054
TOIRANO,34_table_03,1.0,,,inf,,,2640,3,2455,009061
URBE,34_table_03,1.0,,,inf,,,653,2,590,009063
VADO LIGURE,34_table_03,1.0,,,inf,,#,8105,8,7236,009064
VENDONE,34_table_03,1.0,,,inf,,,366,1,298,009066
VEZZI PORTIO,34_table_03,1.0,,,inf,,,795,1,669,009067
VILLANOVA D'ALBENGA,34_table_03,1.0,,,inf,,,2764,3,2214,009068
ANZOLA DELL'EMILIA,35_table_02,1.0,,,inf,,,12313,11,9688,037001
ARGELATO,35_table_02,1.0,,,inf,,,9693,9,7678,037002
BARICELLA,35_table_02,1.0,,,inf,,,7021,7,5387,037003
BENTIVOGLIO,35_table_02,1.0,,,inf,,,5700,5,4474,037005
BORGO TOSSIGNANO,35_table_02,1.0,,,inf,,,3240,4,2547,037007
CALDERARA DI RENO,35_table_02,1.0,,,inf,,,13434,12,10877,037009
CASALECCHIO DI RENO,35_table_02,1.0,,SUP,,,,35784,39,28335,037011
CASALFIUMANESE,35_table_02,1.0,,,inf,,,3367,4,2716,037012
CASTEL DI CASIO,35_table_02,1.0,,,inf,,,3309,4,2866,037015
CASTEL GUELFO DI BOLOGNA,35_table_02,1.0,,,inf,,,4516,4,3586,037016
CASTEL MAGGIORE,35_table_02,1.0,,SUP,,,,18500,16,14931,037019
CASTEL SAN PIETRO TERME,35_table_02,1.0,,SUP,,,,20666,20,17089,037020
CASTELLO D'ARGILE,35_table_02,1.0,,,inf,,,6565,6,5197,037017
CASTENASO,35_table_02,1.0,,SUP,,,,15895,16,13208,037021
CASTIGLIONE DEI PEPOLI,35_table_02,1.0,,,inf,,,5363,8,4484,037022
CREVALCORE,35_table_02,1.0,,,inf,,,13598,14,10863,037024
DOZZA,35_table_02,1.0,,,inf,,,6533,6,5327,037025
FONTANELICE,35_table_02,1.0,,,inf,,,1931,2,1503,037026
GALLIERA,35_table_02,1.0,,,inf,,,5529,5,4110,037028
GRANAROLO DELL'EMILIA,35_table_02,1.0,,,inf,,,12578,11,10289,037030
GRIZZANA MORANDI,35_table_02,1.0,,,inf,,,3883,5,3275,037031
LIZZANO IN BELVEDERE,35_table_02,1.0,,,inf,,,2172,3,1938,037033
LOIANO,35_table_02,1.0,,,inf,,,4369,6,3729,037034
MALALBERGO,35_table_02,1.0,,,inf,,,9045,7,7211,037035
MARZABOTTO,35_table_02,1.0,,,inf,,,6806,7,5599,037036
MEDICINA,35_table_02,1.0,,SUP,,,,16646,16,13545,037037
MINERBIO,35_table_02,1.0,,,inf,,,8854,9,7070,037038
MOLINELLA,35_table_02,1.0,,SUP,,,,15630,14,12512,037039
MONTE SAN PIETRO,35_table_02,1.0,,,inf,,,10764,11,9094,037042
MONTERENZIO,35_table_02,1.0,,,inf,,,6161,7,4853,037041
MONZUNO,35_table_02,1.0,,,inf,,,6358,7,5202,037044
MORDANO,35_table_02,1.0,,,inf,,,4591,4,3564,037045
OZZANO DELL'EMILIA,35_table_02,1.0,,,inf,,,13922,11,11451,037046
PIANORO,35_table_02,1.0,,SUP,,,,17586,19,14562,037047
PIEVE DI CENTO,35_table_02,1.0,,,inf,,,7153,7,6029,037048
SALA BOLOGNESE,35_table_02,1.0,,,inf,,,8462,8,6829,037050
SAN BENEDETTO VAL DI SAMBRO,35_table_02,1.0,,,inf,,,4202,4,3484,037051
SAN GIORGIO DI PIANO,35_table_02,1.0,,,inf,,,9163,7,7430,037052
SAN LAZZARO DI SAVENA,35_table_02,1.0,,SUP,,,,32606,32,26707,037054
SAN PIETRO IN CASALE,35_table_02,1.0,,,inf,,,12661,10,9770,037055
SANT'AGATA BOLOGNESE,35_table_02,1.0,,,inf,,,7335,7,6012,037056
SASSO MARCONI,35_table_02,1.0,,,inf,,,14798,14,12425,037057
VALSAMOGGIA,35_table_02,1.0,,SUP,,,,31605,30,25072,037061
VERGATO,35_table_02,1.0,,,inf,,,7521,8,5950,037059
ZOLA PREDOSA,35_table_02,1.0,,SUP,,,,19117,20,15606,037060
ARGENTA,35_table_03,1.0,,SUP,,,,20995,24,17432,038001
COPPARO,35_table_03,1.0,,SUP,,,,15753,22,13548,038007
FERRARA,35_table_03,1.0,CAP,SUP,,,,129872,160,106937,038008
FISCAGLIA,35_table_03,1.0,,,inf,,,8385,10,7240,038027
JOLANDA DI SAVOIA,35_table_03,1.0,,,inf,,,2638,4,2170,038010
LAGOSANTO,35_table_03,1.0,,,inf,,,4730,6,4046,038011
MASI TORELLO,35_table_03,1.0,,,inf,,,2291,3,1870,038012
MESOLA,35_table_03,1.0,,,inf,,,6511,9,5600,038014
OSTELLATO,35_table_03,1.0,,,inf,,,5719,8,4923,038017
POGGIO RENATICO,35_table_03,1.0,,,inf,,,9750,9,7654,038018
RIVA DEL PO,35_table_03,1.0,,,inf,,,7511,12,6257,038029
TRESIGNANA,35_table_03,1.0,,,inf,,,6951,8,5759,038030
VOGHIERA,35_table_03,1.0,,,inf,,,3633,5,3032,038023
BAGNO DI ROMAGNA,35_table_04,1.0,,,inf,,,5618,8,5084,040001
BORGHI,35_table_04,1.0,,,inf,,,2882,3,2408,040004
CESENA,35_table_04,1.0,CAP,SUP,,,,96168,98,79746,040007
CIVITELLA DI ROMAGNA,35_table_04,1.0,,,inf,,,3642,6,2819,040009
FORLI',35_table_04,1.0,CAP,SUP,,,,116558,108,91342,040012
FORLIMPOPOLI,35_table_04,1.0,,,inf,,,13113,12,10570,040013
GAMBETTOLA,35_table_04,1.0,,,inf,,,10659,9,8211,040015
MELDOLA,35_table_04,1.0,,,inf,,,9881,9,8057,040019
MERCATO SARACENO,35_table_04,1.0,,,inf,,,6812,6,5711,040020
MODIGLIANA,36_table_01,1.0,,,inf,,,4326,4,3685,040022
MONTIANO,36_table_01,1.0,,,inf,,,1683,2,1370,040028
PORTICO E SAN BENEDETTO,36_table_01,1.0,,,inf,,,735,3,594,040031
PREDAPPIO,36_table_01,1.0,,,inf,,,6237,7,4948,040032
PREMILCUORE,36_table_01,1.0,,,inf,,,708,1,620,040033
ROCCA SAN CASCIANO,36_table_01,1.0,,,inf,,,1791,2,1675,040036
RONCOFREDDO,36_table_01,1.0,,,inf,,,3379,4,2761,040037
SAN MAURO PASCOLI,36_table_01,1.0,,,inf,,,12192,10,9567,040041
SANTA SOFIA,36_table_01,1.0,,,inf,,,4018,5,3255,040043
SAVIGNANO SUL RUBICONE,36_table_01,1.0,,SUP,,,,17797,17,13674,040045
TREDOZIO,36_table_01,1.0,,,inf,,,1121,1,1027,040049
BASTIGLIA,36_table_02,1.0,,,inf,,,4126,4,3197,036001
CAMPOGALLIANO,36_table_02,1.0,,,inf,,,8578,8,6845,036003
CARPI,36_table_02,1.0,,SUP,,,,71402,74,55881,036005
CASTELFRANCO EMILIA,36_table_02,1.0,,SUP,,,,33061,27,25511,036006
CASTELVETRO DI MODENA,36_table_02,1.0,,,inf,,,11158,10,8732,036008
CAVEZZO,36_table_02,1.0,,,inf,,,6997,7,5622,036009
CONCORDIA SULLA SECCHIA,36_table_02,1.0,,,inf,,,8172,8,6762,036010
FANANO,36_table_02,1.0,,,inf,,,2941,5,2701,036011
FIORANO MODENESE,36_table_02,1.0,,SUP,,,,16870,15,13654,036013
FIUMALBO,36_table_02,1.0,,,inf,,,1180,2,983,036014
FORMIGINE,36_table_02,1.0,,SUP,,,,34494,30,28042,036015
FRASSINORO,36_table_02,1.0,,,inf,,,1754,5,2089,036016
LAMA MOCOGNO,36_table_02,1.0,,,inf,,,2667,5,2357,036018
MARANELLO,36_table_02,1.0,,SUP,,,,17270,19,14054,036019
MARANO SUL PANARO,36_table_02,1.0,,,inf,,,5323,5,4110,036020
MEDOLLA,36_table_02,1.0,,,inf,,,6352,6,5179,036021
MIRANDOLA,36_table_02,1.0,,SUP,,,,24135,22,18976,036022
MODENA,36_table_02,1.0,CAP,SUP,,,,184971,190,141649,036023
MONTECRETO,36_table_02,1.0,,,inf,,,919,2,790,036024
NONANTOLA,36_table_02,1.0,,SUP,,,,16022,14,12905,036027
PIEVEPELAGO,36_table_02,1.0,,,inf,,,2142,3,2493,036031
PRIGNANO SULLA SECCHIA,36_table_02,1.0,,,inf,,,3763,7,3209,036033
RAVARINO,36_table_02,1.0,,,inf,,,6214,5,5063,036034
RIOLUNATO,36_table_02,1.0,,,inf,,,662,2,695,036035
SAN CESARIO SUL PANARO,36_table_02,1.0,,,inf,,,6574,5,5233,036036
SAN FELICE SUL PANARO,36_table_02,1.0,,,inf,,,10679,11,8340,036037
SAN POSSIDONIO,36_table_02,1.0,,,inf,,,3451,3,3023,036038
SASSUOLO,36_table_02,1.0,,SUP,,,,40469,36,31970,036040
SAVIGNANO SUL PANARO,36_table_02,1.0,,,inf,,,9415,9,7191,036041
SOLIERA,36_table_02,1.0,,SUP,,,,15425,14,12405,036044
SPILAMBERTO,36_table_02,1.0,,,inf,,,12865,11,9193,036045
ALBARETO,36_table_03,1.0,,,inf,,,2072,4,1752,034001
BEDONIA,36_table_03,1.0,,,inf,,,3150,6,3747,034003
BERCETO,36_table_03,1.0,,,inf,,,1996,4,2251,034004
BORE,36_table_03,1.0,,,inf,,,676,2,743,034005
CALESTANO,36_table_03,1.0,,,inf,,,2060,2,1645,034008
COLLECCHIO,36_table_03,1.0,,,inf,,,14556,14,11693,034009
COLORNO,36_table_03,1.0,,,inf,,,8958,8,6713,034010
COMPIANO,36_table_03,1.0,,,inf,,,1067,2,1139,034011
CORNIGLIO,36_table_03,1.0,,,inf,,,1740,2,1707,034012
FIDENZA,36_table_03,1.0,,SUP,,,,26981,28,20900,034014
FORNOVO DI TARO,36_table_03,1.0,,,inf,,,5863,7,4653,034017
LANGHIRANO,36_table_03,1.0,,,inf,,,10661,9,7540,034018
LESIGNANO DE' BAGNI,36_table_03,1.0,,,inf,,,5054,4,4075,034019
MEDESANO,36_table_03,1.0,,,inf,,,10693,11,8617,034020
MONCHIO DELLE CORTI,36_table_03,1.0,,,inf,,,837,2,944,034022
MONTECHIARUGOLO,36_table_03,1.0,,,inf,,,11154,11,8884,034023
NOCETO,36_table_03,1.0,,,inf,,,13115,11,10635,034025
POLESINE ZIBELLO,36_table_03,1.0,,,inf,,,3093,3,2768,034050
ROCCABIANCA,36_table_03,1.0,,,inf,,,2887,3,2858,034030
SISSA TRECASALI,36_table_03,1.0,,,inf,,,7842,7,6288,034049
SORBOLO MEZZANI,36_table_03,1.0,,,inf,,,12719,11,10220,034051
TERENZO,36_table_03,1.0,,,inf,,,1162,2,934,034038
TIZZANO VAL PARMA,36_table_03,1.0,,,inf,,,2120,2,1730,034039
TORNOLO,36_table_03,1.0,,,inf,,,915,2,1089,034040
TORRILE,36_table_03,1.0,,,inf,,,7686,7,5858,034041
VALMOZZOLA,36_table_03,1.0,,,inf,,,530,1,464,034044
VARSI,36_table_03,1.0,,,inf,,,1138,2,1387,034046
ALSENO,37_table_01,1.0,,,inf,,,4672,5,3955,033002
BESENZONE,37_table_01,1.0,,,inf,,,938,1,712,033003
BOBBIO,37_table_01,1.0,,,inf,,,3417,5,3393,033005
CALENDASCO,37_table_01,1.0,,,inf,,,2397,3,2023,033008
CAORSO,37_table_01,1.0,,,inf,,,4701,4,3820,033010
CASTEL SAN GIOVANNI,37_table_01,1.0,,,inf,,,13981,14,9936,033013
CASTELL'ARQUATO,37_table_01,1.0,,,inf,,,4577,6,4143,033012
COLI,37_table_01,1.0,,,inf,,,832,2,1095,033016
FARINI,37_table_01,1.0,,,inf,,,1078,3,1591,033019
GOSSOLENGO,37_table_01,1.0,,,inf,,,5711,5,4743,033023
GRAGNANO TREBBIENSE,37_table_01,1.0,,,inf,,,4538,4,3476,033024
LUGAGNANO VAL D'ARDA,37_table_01,1.0,,,inf,,,3880,5,3694,033026
MORFASSO,37_table_01,1.0,,,inf,,,888,2,759,033028
OTTONE,37_table_01,1.0,,,inf,,,444,1,705,033030
PIANELLO VAL TIDONE,37_table_01,1.0,,,inf,,,2183,2,1908,033033
PIOZZANO,37_table_01,1.0,,,inf,,,580,1,523,033034
PODENZANO,37_table_01,1.0,,,inf,,,9025,7,7455,033035
PONTE DELL'OLIO,37_table_01,1.0,,,inf,,,4614,5,4073,033036
PONTENURE,37_table_01,1.0,,,inf,,,6511,6,4935,033037
RIVERGARO,37_table_01,1.0,,,inf,,,7023,6,5977,033038
SAN GIORGIO PIACENTINO,37_table_01,1.0,,,inf,,,5605,7,4630,033040
SAN PIETRO IN CERRO,37_table_01,1.0,,,inf,,,794,1,631,033041
SARMATO,37_table_01,1.0,,,inf,,,2950,3,2090,033042
TRAVO,37_table_01,1.0,,,inf,,,2165,3,2062,033043
VERNASCA,37_table_01,1.0,,,inf,,,2000,2,2346,033044
VIGOLZONE,37_table_01,1.0,,,inf,,,4218,4,3533,033045
ZERBA,37_table_01,1.0,,,inf,,,70,1,118,033047
ZIANO PIACENTINO,37_table_01,1.0,,,inf,,,2441,3,2386,033048
ALFONSINE,37_table_02,1.0,,,inf,,,11506,12,9104,039001
BAGNACAVALLO,37_table_02,1.0,,SUP,,,,16398,19,13016,039002
BRISIGHELLA,37_table_02,1.0,,,inf,,,7189,10,6042,039004
CASOLA VALSENIO,37_table_02,1.0,,,inf,,,2541,3,1972,039005
CASTEL BOLOGNESE,37_table_02,1.0,,,inf,,,9535,8,7271,039006
CERVIA,37_table_02,1.0,,SUP,,,,28758,30,23778,039007
CONSELICE,37_table_02,1.0,,,inf,,,9491,9,7401,039008
COTIGNOLA,37_table_02,1.0,,,inf,,,7353,7,6063,039009
FUSIGNANO,37_table_02,1.0,,,inf,,,8075,8,6338,039011
LUGO,37_table_02,1.0,,SUP,,,,31919,36,25608,039012
MASSA LOMBARDA,37_table_02,1.0,,,inf,,,10590,10,7753,039013
RUSSI,37_table_02,1.0,,,inf,,,12107,12,9552,039016
SANT'AGATA SUL SANTERNO,37_table_02,1.0,,,inf,,,2869,3,2271,039017
SOLAROLO,37_table_02,1.0,,,inf,,,4393,4,3372,039018
ALBINEA,37_table_03,1.0,,,inf,,,8788,8,7405,035001
BAGNOLO IN PIANO,37_table_03,1.0,,,inf,,,9540,7,7542,035002
BAISO,37_table_03,1.0,,,inf,,,3218,4,2730,035003
BIBBIANO,37_table_03,1.0,,,inf,,,10183,7,8336,035004
BORETTO,37_table_03,1.0,,,inf,,,5252,5,4671,035005
CADELBOSCO DI SOPRA,37_table_03,1.0,,,inf,,,10638,8,8416,035008
CAMPAGNOLA EMILIA,37_table_03,1.0,,,inf,,,5500,4,4386,035009
CARPINETI,37_table_03,1.0,,,inf,,,3884,5,3249,035011
CASALGRANDE,37_table_03,1.0,,SUP,,,,18857,14,15304,035012
CASTELNOVO NE' MONTI,37_table_03,1.0,,,inf,,,10309,11,8396,035016
CAVRIAGO,37_table_03,1.0,,,inf,,,9835,9,8091,035017
FABBRICO,37_table_03,1.0,,,inf,,,6610,5,5218,035021
GATTATICO,37_table_03,1.0,,,inf,,,5712,5,4804,035022
GUALTIERI,37_table_03,1.0,,,inf,,,6262,6,5603,035023
GUASTALLA,37_table_03,1.0,,,inf,,,14661,14,11780,035024
MONTECCHIO EMILIA,37_table_03,1.0,,,inf,,,10384,8,8413,035027
NOVELLARA,37_table_03,1.0,,,inf,,,13337,13,10461,035028
POVIGLIO,37_table_03,1.0,,,inf,,,7096,6,5972,035029
QUATTRO CASTELLA,37_table_03,1.0,,,inf,,,13123,11,10885,035030
REGGIO NELL'EMILIA,37_table_03,1.0,CAP,SUP,,,,169908,160,128295,035033
REGGIOLO,37_table_03,1.0,,,inf,,,9123,8,7437,035032
RIO SALICETO,37_table_03,1.0,,,inf,,,6002,5,4747,035034
ROLO,37_table_03,1.0,,,inf,,,4016,3,3115,035035
RUBIERA,37_table_03,1.0,,,inf,,,14765,12,11751,035036
SANT'ILARIO D'ENZA,37_table_03,1.0,,,inf,,,11205,10,8936,035039
SCANDIANO,37_table_03,1.0,,SUP,,,,25767,24,21176,035040
TOANO,37_table_03,1.0,,,inf,,,4123,4,3474,035041
VETTO,37_table_03,1.0,,,inf,,,1784,3,1561,035042
VEZZANO SUL CROSTOLO,38_table_01,1.0,,,inf,,,4298,4,3609,035043
VIANO,38_table_01,1.0,,,inf,,,3338,4,2878,035044
VILLA MINOZZO,38_table_01,1.0,,,inf,,,3517,7,3276,035045
BELLARIA-IGEA MARINA,38_table_02,1.0,,SUP,,,,19495,16,15522,099001
CASTELDELCI,38_table_02,1.0,,,inf,,,370,1,316,099021
MAIOLO,38_table_02,1.0,,,inf,,,785,2,728,099022
MISANO ADRIATICO,38_table_02,1.0,,,inf,,,13913,11,11685,099005
MONDAINO,38_table_02,1.0,,,inf,,,1319,2,1125,099006
MONTECOPIOLO,38_table_02,1.0,,,inf,,,1035,1,988,099030
MONTEFIORE CONCA,38_table_02,1.0,,,inf,,,2237,2,2194,099008
MONTEGRIDOLFO,38_table_02,1.0,,,inf,,,991,1,874,099009
POGGIO TORRIANA,38_table_02,1.0,,,inf,,,5161,5,4409,099028
SALUDECIO,38_table_02,1.0,,,inf,,,3048,3,2775,099015
SAN CLEMENTE,38_table_02,1.0,,,inf,,,5671,4,4305,099016
SAN GIOVANNI IN MARIGNANO,38_table_02,1.0,,,inf,,,9451,9,7847,099017
SAN LEO,38_table_02,1.0,,,inf,,,2818,5,3057,099025
SANTARCANGELO DI ROMAGNA,38_table_02,1.0,,SUP,,,,22184,20,18532,099018
TALAMELLO,38_table_02,1.0,,,inf,,,1067,1,859,099027
VERUCCHIO,38_table_02,1.0,,,inf,,,10045,9,8855,099020
BADIA TEDALDA,39_table_02,1.0,,,inf,,,971,3,817,051003
BIBBIENA,39_table_02,1.0,,,inf,,,11806,12,9725,051004
BUCINE,39_table_02,1.0,,,inf,,,9910,14,8048,051005
CASTEL FOCOGNANO,39_table_02,1.0,,,inf,,,2963,5,2451,051008
CASTEL SAN NICCOLO',39_table_02,1.0,,,inf,,,2517,3,2168,051010
CASTELFRANCO PIANDISCO',39_table_02,1.0,,,inf,,,9832,8,8016,051040
CASTIGLION FIBOCCHI,39_table_02,1.0,,,inf,,,2103,2,1661,051011
CASTIGLION FIORENTINO,39_table_02,1.0,,,inf,,,13052,13,10835,051012
CAVRIGLIA,39_table_02,1.0,,,inf,,,9462,8,7940,051013
CHITIGNANO,39_table_02,1.0,,,inf,,,866,1,764,051014
CHIUSI DELLA VERNA,39_table_02,1.0,,,inf,,,1889,3,1646,051015
CORTONA,39_table_02,1.0,,SUP,,,,21324,30,17605,051017
FOIANO DELLA CHIANA,39_table_02,1.0,,,inf,,,9183,8,7395,051018
LORO CIUFFENNA,39_table_02,1.0,,,inf,,,5854,5,4992,051020
LUCIGNANO,39_table_02,1.0,,,inf,,,3396,4,2986,051021
